dataset,dimension,algorithm,n,successful_n,success_rate,success_wilson_low,success_wilson_high,metric,valid_n,mean,std,median,q1,q3
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,fixed_budget_time_s,500,0.9027395332439337,0.06447013154267603,0.8941880994971143,0.85906304501259,0.9421991230046843
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,total_nodes,500,3519.146,94.77940152748285,3536.0,3462.75,3591.0
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,collision_checks,500,9551.504,354.95289419611214,9505.0,9306.75,9744.5
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,fixed_budget_efficiency,500,0.9101524503486265,0.02391543886853709,0.9144751822280711,0.8962825739116944,0.9278927074231331
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,efficiency_all_runs,500,0.9101524503486265,0.02391543886853709,0.9144751822280711,0.8962825739116944,0.9278927074231331
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,first_attempt_capped,500,207.328,77.51305026847962,183.5,157.0,234.0
matched_ssfor,3,SC-RRT,500,500,1.0,0.9923756595384479,1.0,success,500,1.0,0.0,1.0,1.0,1.0
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_solution_attempt,500,207.328,77.51305026847962,183.5,157.0,234.0
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_solution_time_s,500,0.019875192385341457,0.006047022845912268,0.018166697002015952,0.01581527300731975,0.021790140999655677
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_solution_nodes,500,155.222,36.29500476293512,145.0,131.0,167.0
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_solution_cost_mm,500,2641.3799422417756,102.07592532418853,2622.020279091987,2566.24504254633,2695.6770389083244
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_solution_efficiency,500,0.8865142390866677,0.0329536975236069,0.8917812771247255,0.8674142369650107,0.9111634124852005
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,fixed_budget_cost_mm,500,2580.223469213555,70.44190373107386,2563.7741690498688,2528.5706313543133,2615.1200277634375
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,fixed_budget_time_s,500,0.9103936346980627,0.05587355568372613,0.905024425504962,0.8727095057402039,0.9420468745083782
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,total_nodes,500,3638.658,81.68052676682376,3654.0,3593.0,3695.0
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,collision_checks,500,9751.71,291.60630028985565,9727.0,9551.75,9913.0
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,fixed_budget_efficiency,500,0.9068826124487354,0.024077466510598593,0.9120415591227193,0.8941343429894739,0.9247392837902637
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,efficiency_all_runs,500,0.9068826124487354,0.024077466510598593,0.9120415591227193,0.8941343429894739,0.9247392837902637
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,first_attempt_capped,500,207.328,77.51305026847962,183.5,157.0,234.0
matched_ssfor,3,SC-RRT-fixed-matched,500,500,1.0,0.9923756595384479,1.0,success,500,1.0,0.0,1.0,1.0,1.0
