epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,1156.61,0.57462,0.00554,0.00957,0.30166,0.79999,1,1,0.995,0.7659,1,1,0.995,0.995,0.9851,0.0008,3e-05,0.34242,1.02703,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
68,1173.92,0.55392,0.00349,0.00865,0.29778,0.80743,0.99482,1,0.995,0.76871,0.99482,1,0.995,0.995,1.00617,0.00086,2e-05,0.33548,1.01533,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
69,1190.62,0.56959,0.00506,0.01138,0.30285,0.8045,1,1,0.995,0.75282,1,1,0.995,0.995,1.00329,0.00074,3e-05,0.33118,1.05186,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
70,1207.36,0.56538,0.00424,0.01002,0.29966,0.80529,1,1,0.995,0.76518,1,1,0.995,0.995,1.02803,0.00067,2e-05,0.33524,1.06054,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
71,1224.26,0.56144,0.00382,0.00744,0.30253,0.80141,0.9948,1,0.995,0.76125,0.9948,1,0.995,0.995,1.00914,0.00076,2e-05,0.33472,1.04884,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
72,1241.36,0.55812,0.00878,0.01241,0.29664,0.79894,1,1,0.995,0.81006,1,1,0.995,0.995,0.89912,0.00095,3e-05,0.31088,1.0031,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
73,1258.29,0.54639,0.00476,0.01253,0.29453,0.80325,1,1,0.995,0.79648,1,1,0.995,0.995,0.96781,0.00076,5e-05,0.33553,1.06802,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
74,1275.04,0.55258,0.00693,0.01488,0.29368,0.8057,0.99479,1,0.995,0.77087,0.99479,1,0.995,0.995,0.96207,0.00071,6e-05,0.33264,1.06191,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
75,1291.82,0.52414,0.00438,0.01885,0.28242,0.80411,0.99491,1,0.995,0.7936,0.99491,1,0.995,0.995,0.91139,0.00061,0.00013,0.3263,1.00462,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
76,1308.99,0.53185,0.00645,0.00834,0.28627,0.8034,0.99473,1,0.995,0.78121,0.99473,1,0.995,0.995,0.97107,0.00072,0.00013,0.33981,1.01878,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
77,1325.74,0.5144,0.00327,0.01075,0.28117,0.80717,0.99488,1,0.995,0.80146,0.99488,1,0.995,0.995,0.88599,0.00066,0.00012,0.31813,1.00852,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
