# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 14-Mar-2026 21:40:05

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.034±0.028,2320.66±122.18,0.034±0.028,269±171,0.470±0.037
RRT_Connect_Basic,100.0,0.009±0.004,2144.11±97.62,0.009±0.004,69±10,0.503±0.065
RRT_Star_Basic,100.0,0.115±0.102,1971.72±18.90,9.995±2.520,3850±104,0.288±0.083
Informed_RRT_Star_Basic,100.0,0.081±0.037,2315.86±104.12,0.306±0.081,3804±110,0.414±0.024
SC_RRT_Basic,100.0,0.020±0.013,2003.42±60.97,0.020±0.013,206±32,0.156±0.128
Dynamic_RRT_Basic,100.0,0.038±0.031,2281.84±125.50,0.038±0.031,293±157,0.462±0.035

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
Dynamic_RRT_Basic,1854,1,0.015,2138.29,0.015,162,0.440
RRT_Basic,1855,1,0.022,2230.27,0.022,201,0.435
RRT_Connect_Basic,1856,1,0.008,2165.04,0.008,65,0.503
RRT_Star_Basic,1857,1,0.123,1957.75,7.557,3839,0.304
Informed_RRT_Star_Basic,1858,1,0.066,2309.24,0.259,3878,0.389
SC_RRT_Basic,1859,1,0.011,1971.09,0.011,197,0.037
Dynamic_RRT_Basic,1860,1,0.013,2214.66,0.013,157,0.473
RRT_Basic,1861,1,0.017,2131.22,0.017,165,0.429
RRT_Connect_Basic,1862,1,0.007,2123.77,0.007,74,0.534
RRT_Star_Basic,1863,1,0.038,1972.05,8.335,3856,0.226
Informed_RRT_Star_Basic,1864,1,0.054,2306.60,0.242,3717,0.395
SC_RRT_Basic,1865,1,0.011,1952.22,0.011,187,0.067
Dynamic_RRT_Basic,1866,1,0.031,2061.92,0.032,291,0.401
RRT_Basic,1867,1,0.016,2271.43,0.016,172,0.475
RRT_Connect_Basic,1868,1,0.006,2050.73,0.006,57,0.466
RRT_Star_Basic,1869,1,0.049,1971.19,8.618,3949,0.336
Informed_RRT_Star_Basic,1870,1,0.086,2348.36,0.269,3820,0.402
SC_RRT_Basic,1871,1,0.014,1983.70,0.014,231,0.268
Dynamic_RRT_Basic,1872,1,0.010,2184.36,0.010,121,0.490
RRT_Basic,1873,1,0.027,2138.39,0.027,261,0.425
RRT_Connect_Basic,1874,1,0.012,2451.35,0.012,92,0.609
RRT_Star_Basic,1875,1,0.067,1946.10,8.232,3887,0.332
Informed_RRT_Star_Basic,1876,1,0.071,2232.85,0.252,3759,0.392
SC_RRT_Basic,1877,1,0.012,2056.20,0.012,206,0.269
Dynamic_RRT_Basic,1878,1,0.009,2214.66,0.010,121,0.447
RRT_Basic,1879,1,0.016,2217.98,0.016,164,0.434
RRT_Connect_Basic,1880,1,0.008,2225.45,0.008,82,0.638
RRT_Star_Basic,1881,1,0.058,1958.04,7.837,3870,0.202
Informed_RRT_Star_Basic,1882,1,0.068,2319.15,0.247,3749,0.430
SC_RRT_Basic,1883,1,0.013,2090.02,0.013,249,0.056
Dynamic_RRT_Basic,1884,1,0.048,2423.09,0.048,418,0.453
RRT_Basic,1885,1,0.016,2426.85,0.016,137,0.472
RRT_Connect_Basic,1886,1,0.006,2043.11,0.006,58,0.440
RRT_Star_Basic,1887,1,0.085,1968.51,8.504,3886,0.347
Informed_RRT_Star_Basic,1888,1,0.038,2180.54,0.252,3802,0.420
SC_RRT_Basic,1889,1,0.012,1962.06,0.012,205,0.026
Dynamic_RRT_Basic,1890,1,0.089,2293.05,0.089,667,0.440
RRT_Basic,1891,1,0.017,2213.86,0.017,179,0.488
RRT_Connect_Basic,1892,1,0.008,2226.65,0.008,75,0.540
RRT_Star_Basic,1893,1,0.049,1953.67,8.532,3878,0.314
Informed_RRT_Star_Basic,1894,1,0.060,2242.83,0.242,3721,0.417
SC_RRT_Basic,1895,1,0.010,2054.85,0.010,196,0.255
Dynamic_RRT_Basic,1896,1,0.034,2363.21,0.034,300,0.456
RRT_Basic,1897,1,0.036,2402.65,0.036,281,0.455
RRT_Connect_Basic,1898,1,0.006,2074.58,0.006,59,0.508
RRT_Star_Basic,1899,1,0.106,1982.59,8.102,3840,0.229
Informed_RRT_Star_Basic,1900,1,0.097,2713.54,0.238,3652,0.371
SC_RRT_Basic,1901,1,0.013,2011.49,0.013,212,0.233
Dynamic_RRT_Basic,1902,1,0.011,2171.62,0.011,105,0.502
RRT_Basic,1903,1,0.023,2219.95,0.023,212,0.504
RRT_Connect_Basic,1904,1,0.007,2133.85,0.007,62,0.557
RRT_Star_Basic,1905,1,0.105,2027.64,9.048,3846,0.231
Informed_RRT_Star_Basic,1906,1,0.060,2343.96,0.258,3706,0.434
SC_RRT_Basic,1907,1,0.012,1990.18,0.012,185,0.049
Dynamic_RRT_Basic,1908,1,0.058,2291.03,0.058,540,0.468
RRT_Basic,1909,1,0.068,2558.53,0.069,634,0.512
RRT_Connect_Basic,1910,1,0.008,2105.44,0.008,67,0.507
RRT_Star_Basic,1911,1,0.158,1973.05,7.495,3851,0.129
Informed_RRT_Star_Basic,1912,1,0.041,2286.96,0.269,3973,0.460
SC_RRT_Basic,1913,1,0.016,2109.80,0.016,275,0.289
Dynamic_RRT_Basic,1914,1,0.019,2290.32,0.019,186,0.415
RRT_Basic,1915,1,0.011,2084.59,0.011,108,0.364
RRT_Connect_Basic,1916,1,0.012,2262.81,0.012,79,0.414
RRT_Star_Basic,1917,1,0.137,1968.98,7.562,3801,0.366
Informed_RRT_Star_Basic,1918,1,0.094,2326.32,0.265,3995,0.444
SC_RRT_Basic,1919,1,0.011,2031.40,0.011,210,0.044
Dynamic_RRT_Basic,1920,1,0.047,2417.19,0.048,429,0.483
RRT_Basic,1921,1,0.024,2361.12,0.024,202,0.481
RRT_Connect_Basic,1922,1,0.010,2280.06,0.010,70,0.543
RRT_Star_Basic,1923,1,0.095,1990.88,7.934,3859,0.334
Informed_RRT_Star_Basic,1924,1,0.060,2271.26,0.248,3879,0.389
SC_RRT_Basic,1925,1,0.009,1977.32,0.009,172,0.072
Dynamic_RRT_Basic,1926,1,0.126,2329.21,0.126,878,0.410
RRT_Basic,1927,1,0.065,2488.80,0.065,606,0.510
RRT_Connect_Basic,1928,1,0.008,2071.07,0.008,67,0.454
RRT_Star_Basic,1929,1,0.121,1972.50,9.015,3791,0.206
Informed_RRT_Star_Basic,1930,1,0.069,2289.33,0.260,3825,0.384
SC_RRT_Basic,1931,1,0.011,1950.99,0.011,186,0.023
Dynamic_RRT_Basic,1932,1,0.063,2145.91,0.063,515,0.471
RRT_Basic,1933,1,0.036,2218.81,0.036,334,0.401
RRT_Connect_Basic,1934,1,0.007,2077.17,0.007,69,0.560
RRT_Star_Basic,1935,1,0.034,1956.58,7.374,3814,0.310
Informed_RRT_Star_Basic,1936,1,0.063,2412.43,0.259,3747,0.440
SC_RRT_Basic,1937,1,0.013,2015.87,0.013,230,0.032
Dynamic_RRT_Basic,1938,1,0.014,2138.29,0.015,160,0.501
RRT_Basic,1939,1,0.026,2165.06,0.027,215,0.457
RRT_Connect_Basic,1940,1,0.007,2185.46,0.007,63,0.521
RRT_Star_Basic,1941,1,0.088,1957.87,7.661,3842,0.308
Informed_RRT_Star_Basic,1942,1,0.070,2230.30,0.256,3970,0.412
SC_RRT_Basic,1943,1,0.011,2048.03,0.011,210,0.385
Dynamic_RRT_Basic,1944,1,0.042,2558.31,0.042,402,0.469
RRT_Basic,1945,1,0.013,2166.29,0.014,139,0.450
RRT_Connect_Basic,1946,1,0.010,2170.44,0.010,96,0.542
RRT_Star_Basic,1947,1,0.069,1972.38,8.438,3868,0.189
Informed_RRT_Star_Basic,1948,1,0.049,2289.24,0.254,3961,0.408
SC_RRT_Basic,1949,1,0.011,1923.02,0.011,237,0.017
Dynamic_RRT_Basic,1950,1,0.011,2176.47,0.012,128,0.392
RRT_Basic,1951,1,0.015,2260.71,0.015,153,0.488
RRT_Connect_Basic,1952,1,0.006,2089.50,0.006,64,0.476
RRT_Star_Basic,1953,1,0.050,1965.94,7.661,3751,0.334
Informed_RRT_Star_Basic,1954,1,0.067,2346.03,0.255,3855,0.461
SC_RRT_Basic,1955,1,0.008,1929.80,0.008,160,0.174
Dynamic_RRT_Basic,1956,1,0.044,2329.21,0.044,423,0.482
RRT_Basic,1957,1,0.041,2788.92,0.041,367,0.492
RRT_Connect_Basic,1958,1,0.007,2171.06,0.007,67,0.565
RRT_Star_Basic,1959,1,0.065,1947.70,8.561,3878,0.321
Informed_RRT_Star_Basic,1960,1,0.035,2249.65,0.252,3730,0.417
SC_RRT_Basic,1961,1,0.008,1946.28,0.008,166,0.195
Dynamic_RRT_Basic,1962,1,0.070,2367.39,0.070,580,0.455
RRT_Basic,1963,1,0.012,2193.75,0.013,127,0.439
RRT_Connect_Basic,1964,1,0.007,2059.25,0.007,68,0.372
RRT_Star_Basic,1965,1,0.114,1982.09,8.286,3773,0.342
Informed_RRT_Star_Basic,1966,1,0.063,2235.49,0.264,3822,0.403
SC_RRT_Basic,1967,1,0.010,1969.42,0.010,183,0.034
Dynamic_RRT_Basic,1968,1,0.039,2558.31,0.040,355,0.443
RRT_Basic,1969,1,0.012,2266.61,0.012,118,0.478
RRT_Connect_Basic,1970,1,0.010,2487.86,0.010,79,0.515
RRT_Star_Basic,1971,1,0.159,1961.28,7.821,3785,0.338
Informed_RRT_Star_Basic,1972,1,0.098,2422.21,0.244,3648,0.443
SC_RRT_Basic,1973,1,0.010,1983.71,0.010,177,0.197
Dynamic_RRT_Basic,1974,1,0.013,2176.47,0.013,131,0.483
RRT_Basic,1975,1,0.021,2314.02,0.021,192,0.472
RRT_Connect_Basic,1976,1,0.009,2240.93,0.009,79,0.526
RRT_Star_Basic,1977,1,0.041,1960.31,8.040,3737,0.315
Informed_RRT_Star_Basic,1978,1,0.049,2209.86,0.248,3884,0.392
SC_RRT_Basic,1979,1,0.014,2020.37,0.014,257,0.299
Dynamic_RRT_Basic,1980,1,0.077,2286.53,0.077,627,0.517
RRT_Basic,1981,1,0.020,2190.96,0.020,192,0.493
RRT_Connect_Basic,1982,1,0.008,2443.70,0.008,75,0.529
RRT_Star_Basic,1983,1,0.044,1963.51,8.750,3921,0.188
Informed_RRT_Star_Basic,1984,1,0.073,2291.97,0.258,3835,0.395
SC_RRT_Basic,1985,1,0.012,2106.39,0.012,226,0.329
Dynamic_RRT_Basic,1986,1,0.023,2252.84,0.024,247,0.496
RRT_Basic,1987,1,0.023,2479.35,0.023,244,0.473
RRT_Connect_Basic,1988,1,0.006,2172.03,0.006,65,0.563
RRT_Star_Basic,1989,1,0.084,1977.15,7.354,3818,0.155
Informed_RRT_Star_Basic,1990,1,0.084,2321.34,0.239,3638,0.431
SC_RRT_Basic,1991,1,0.011,1970.82,0.011,207,0.026
Dynamic_RRT_Basic,1992,1,0.069,2379.69,0.069,541,0.480
RRT_Basic,1993,1,0.024,2264.53,0.024,244,0.436
RRT_Connect_Basic,1994,1,0.006,2040.39,0.006,63,0.436
RRT_Star_Basic,1995,1,0.040,1946.91,8.581,4056,0.323
Informed_RRT_Star_Basic,1996,1,0.085,2513.17,0.256,3768,0.416
SC_RRT_Basic,1997,1,0.011,1975.28,0.011,202,0.190
Dynamic_RRT_Basic,1998,1,0.025,2367.39,0.025,267,0.481
RRT_Basic,1999,1,0.027,2414.51,0.027,251,0.485
RRT_Connect_Basic,2000,1,0.010,2239.82,0.010,82,0.576
RRT_Star_Basic,2001,1,0.034,1969.32,8.841,3913,0.334
Informed_RRT_Star_Basic,2002,1,0.054,2462.32,0.245,3667,0.420
SC_RRT_Basic,2003,1,0.011,1999.59,0.011,204,0.147
Dynamic_RRT_Basic,2004,1,0.018,2252.84,0.019,173,0.453
RRT_Basic,2005,1,0.030,2298.85,0.030,268,0.476
RRT_Connect_Basic,2006,1,0.008,2142.97,0.008,68,0.509
RRT_Star_Basic,2007,1,0.048,2004.14,9.143,3922,0.432
Informed_RRT_Star_Basic,2008,1,0.042,2257.01,0.249,3867,0.397
SC_RRT_Basic,2009,1,0.008,1989.95,0.008,165,0.339
Dynamic_RRT_Basic,2010,1,0.019,2168.48,0.019,201,0.506
RRT_Basic,2011,1,0.022,2533.40,0.022,215,0.496
RRT_Connect_Basic,2012,1,0.007,2151.24,0.007,69,0.509
RRT_Star_Basic,2013,1,0.112,1992.31,8.013,3820,0.311
Informed_RRT_Star_Basic,2014,1,0.079,2394.18,0.252,3780,0.409
SC_RRT_Basic,2015,1,0.012,1934.54,0.012,203,0.010
Dynamic_RRT_Basic,2016,1,0.024,2159.23,0.024,252,0.551
RRT_Basic,2017,1,0.017,2271.96,0.017,187,0.512
RRT_Connect_Basic,2018,1,0.008,2146.43,0.008,67,0.624
RRT_Star_Basic,2019,1,0.058,1950.29,8.347,3946,0.220
Informed_RRT_Star_Basic,2020,1,0.050,2381.98,0.248,3874,0.397
SC_RRT_Basic,2021,1,0.013,2063.26,0.013,218,0.356
Dynamic_RRT_Basic,2022,1,0.013,2138.29,0.014,160,0.462
RRT_Basic,2023,1,0.023,2568.59,0.023,217,0.439
RRT_Connect_Basic,2024,1,0.006,2083.55,0.006,58,0.463
RRT_Star_Basic,2025,1,0.050,1967.39,8.118,3898,0.312
Informed_RRT_Star_Basic,2026,1,0.048,2274.69,0.257,3912,0.394
SC_RRT_Basic,2027,1,0.011,1958.44,0.011,196,0.182
Dynamic_RRT_Basic,2028,1,0.036,2214.66,0.037,336,0.482
RRT_Basic,2029,1,0.040,2352.43,0.040,375,0.510
RRT_Connect_Basic,2030,1,0.008,2074.70,0.008,62,0.453
RRT_Star_Basic,2031,1,0.114,1964.05,8.339,3701,0.338
Informed_RRT_Star_Basic,2032,1,0.089,2251.95,0.252,3822,0.411
SC_RRT_Basic,2033,1,0.011,1966.34,0.011,202,0.235
Dynamic_RRT_Basic,2034,1,0.084,2710.67,0.085,654,0.470
RRT_Basic,2035,1,0.014,2171.03,0.014,138,0.443
RRT_Connect_Basic,2036,1,0.009,2120.77,0.009,83,0.455
RRT_Star_Basic,2037,1,0.057,1943.55,7.934,3818,0.322
Informed_RRT_Star_Basic,2038,1,0.057,2227.58,0.250,3889,0.389
SC_RRT_Basic,2039,1,0.008,1968.21,0.008,168,0.242
Dynamic_RRT_Basic,2040,1,0.021,2367.39,0.021,196,0.472
RRT_Basic,2041,1,0.015,2253.46,0.016,152,0.481
RRT_Connect_Basic,2042,1,0.006,2094.03,0.006,60,0.533
RRT_Star_Basic,2043,1,0.085,1974.03,7.861,3850,0.325
Informed_RRT_Star_Basic,2044,1,0.063,2343.92,0.265,3899,0.394
SC_RRT_Basic,2045,1,0.009,2016.91,0.009,187,0.278
Dynamic_RRT_Basic,2046,1,0.015,2252.84,0.016,185,0.512
RRT_Basic,2047,1,0.037,2399.44,0.037,322,0.441
RRT_Connect_Basic,2048,1,0.005,2069.54,0.005,57,0.482
RRT_Star_Basic,2049,1,0.044,1959.37,7.706,3868,0.141
Informed_RRT_Star_Basic,2050,1,0.072,2323.22,0.251,3823,0.411
SC_RRT_Basic,2051,1,0.012,2108.18,0.012,225,0.050
Dynamic_RRT_Basic,2052,1,0.029,2405.58,0.029,289,0.418
RRT_Basic,2053,1,0.020,2216.70,0.020,202,0.449
RRT_Connect_Basic,2054,1,0.005,2063.42,0.005,57,0.444
RRT_Star_Basic,2055,1,0.035,1952.43,8.039,3991,0.168
Informed_RRT_Star_Basic,2056,1,0.036,2237.79,0.253,3876,0.438
SC_RRT_Basic,2057,1,0.010,1993.90,0.010,212,0.035
Dynamic_RRT_Basic,2058,1,0.018,2214.66,0.019,180,0.438
RRT_Basic,2059,1,0.047,2240.73,0.047,274,0.411
RRT_Connect_Basic,2060,1,0.010,2185.45,0.010,77,0.471
RRT_Star_Basic,2061,1,0.106,1977.35,8.603,3881,0.149
Informed_RRT_Star_Basic,2062,1,0.091,2266.88,0.250,3742,0.462
SC_RRT_Basic,2063,1,0.011,2006.82,0.011,182,0.295
Dynamic_RRT_Basic,2064,1,0.025,2291.03,0.026,226,0.445
RRT_Basic,2065,1,0.020,2139.31,0.021,181,0.427
RRT_Connect_Basic,2066,1,0.007,2122.95,0.007,61,0.501
RRT_Star_Basic,2067,1,0.034,1987.67,8.116,3914,0.245
Informed_RRT_Star_Basic,2068,1,0.059,2404.53,0.244,3722,0.434
SC_RRT_Basic,2069,1,0.012,2022.81,0.012,212,0.181
Dynamic_RRT_Basic,2070,1,0.017,2174.39,0.018,169,0.513
RRT_Basic,2071,1,0.021,2378.34,0.021,181,0.537
RRT_Connect_Basic,2072,1,0.006,2021.76,0.006,57,0.442
RRT_Star_Basic,2073,1,0.073,1953.83,8.733,3943,0.340
Informed_RRT_Star_Basic,2074,1,0.062,2286.11,0.248,3807,0.388
SC_RRT_Basic,2075,1,0.012,2064.24,0.012,233,0.020
Dynamic_RRT_Basic,2076,1,0.014,2135.08,0.014,157,0.428
RRT_Basic,2077,1,0.035,2465.16,0.035,322,0.503
RRT_Connect_Basic,2078,1,0.010,2497.28,0.010,92,0.595
RRT_Star_Basic,2079,1,0.123,1967.57,7.794,3849,0.190
Informed_RRT_Star_Basic,2080,1,0.050,2111.51,0.252,3826,0.321
SC_RRT_Basic,2081,1,0.012,1983.71,0.012,250,0.265
Dynamic_RRT_Basic,2082,1,0.025,2558.31,0.026,199,0.472
RRT_Basic,2083,1,0.018,2172.36,0.018,162,0.431
RRT_Connect_Basic,2084,1,0.006,2146.11,0.006,63,0.551
RRT_Star_Basic,2085,1,0.264,1983.43,7.205,3811,0.195
Informed_RRT_Star_Basic,2086,1,0.045,2256.62,0.251,3780,0.415
SC_RRT_Basic,2087,1,0.010,1957.13,0.010,192,0.197
Dynamic_RRT_Basic,2088,1,0.018,2176.47,0.018,179,0.412
RRT_Basic,2089,1,0.026,2459.00,0.026,259,0.541
RRT_Connect_Basic,2090,1,0.007,2042.72,0.007,70,0.406
RRT_Star_Basic,2091,1,0.068,1948.07,8.869,3861,0.121
Informed_RRT_Star_Basic,2092,1,0.072,2315.53,0.252,3799,0.401
SC_RRT_Basic,2093,1,0.012,1974.16,0.012,190,0.334
Dynamic_RRT_Basic,2094,1,0.067,2443.76,0.068,544,0.459
RRT_Basic,2095,1,0.012,2361.29,0.012,110,0.478
RRT_Connect_Basic,2096,1,0.006,2083.85,0.006,61,0.506
RRT_Star_Basic,2097,1,0.054,1971.12,9.843,3969,0.321
Informed_RRT_Star_Basic,2098,1,0.057,2439.36,0.235,3663,0.410
SC_RRT_Basic,2099,1,0.014,1965.55,0.014,223,0.029
Dynamic_RRT_Basic,2100,1,0.011,2284.49,0.011,141,0.476
RRT_Basic,2101,1,0.019,2296.23,0.019,171,0.488
RRT_Connect_Basic,2102,1,0.008,2115.70,0.008,72,0.491
RRT_Star_Basic,2103,1,0.161,1962.65,7.364,3832,0.156
Informed_RRT_Star_Basic,2104,1,0.050,2304.45,0.262,3910,0.465
SC_RRT_Basic,2105,1,0.011,1977.15,0.011,192,0.080
Dynamic_RRT_Basic,2106,1,0.019,2388.50,0.019,202,0.503
RRT_Basic,2107,1,0.016,2179.57,0.016,150,0.451
RRT_Connect_Basic,2108,1,0.006,2060.05,0.006,60,0.457
RRT_Star_Basic,2109,1,0.044,1980.02,9.783,3904,0.255
Informed_RRT_Star_Basic,2110,1,0.065,2250.01,0.251,3886,0.408
SC_RRT_Basic,2111,1,0.009,1942.71,0.009,178,0.015
Dynamic_RRT_Basic,2112,1,0.027,2190.05,0.027,268,0.452
RRT_Basic,2113,1,0.020,2249.94,0.020,187,0.453
RRT_Connect_Basic,2114,1,0.006,2071.43,0.006,63,0.524
RRT_Star_Basic,2115,1,0.045,1974.99,9.146,3902,0.347
Informed_RRT_Star_Basic,2116,1,0.046,2253.52,0.255,3890,0.444
SC_RRT_Basic,2117,1,0.009,1983.65,0.009,186,0.433
Dynamic_RRT_Basic,2118,1,0.037,2291.03,0.038,351,0.435
RRT_Basic,2119,1,0.038,2216.31,0.038,381,0.441
RRT_Connect_Basic,2120,1,0.008,2113.47,0.008,66,0.509
RRT_Star_Basic,2121,1,0.046,1970.51,8.255,3912,0.336
Informed_RRT_Star_Basic,2122,1,0.073,2345.34,0.243,3691,0.450
SC_RRT_Basic,2123,1,0.010,1981.07,0.010,171,0.049
Dynamic_RRT_Basic,2124,1,0.136,2289.17,0.136,872,0.515
RRT_Basic,2125,1,0.035,2411.20,0.035,223,0.434
RRT_Connect_Basic,2126,1,0.012,2112.59,0.012,59,0.467
RRT_Star_Basic,2127,1,0.523,1963.77,7.561,3571,0.340
Informed_RRT_Star_Basic,2128,1,0.048,2211.26,0.258,3916,0.426
SC_RRT_Basic,2129,1,0.009,1982.64,0.009,187,0.039
Dynamic_RRT_Basic,2130,1,0.030,2201.32,0.031,301,0.497
RRT_Basic,2131,1,0.015,2247.64,0.015,135,0.433
RRT_Connect_Basic,2132,1,0.005,1954.08,0.005,53,0.291
RRT_Star_Basic,2133,1,0.044,1970.03,9.490,3964,0.372
Informed_RRT_Star_Basic,2134,1,0.036,2351.06,0.245,3731,0.430
SC_RRT_Basic,2135,1,0.011,1987.80,0.011,189,0.017
Dynamic_RRT_Basic,2136,1,0.010,2100.11,0.010,133,0.434
RRT_Basic,2137,1,0.015,2299.91,0.015,160,0.517
RRT_Connect_Basic,2138,1,0.007,2082.07,0.007,62,0.467
RRT_Star_Basic,2139,1,0.053,1977.53,7.955,3846,0.424
Informed_RRT_Star_Basic,2140,1,0.051,2287.72,0.269,3823,0.407
SC_RRT_Basic,2141,1,0.011,2051.09,0.011,182,0.245
Dynamic_RRT_Basic,2142,1,0.031,2237.30,0.031,295,0.401
RRT_Basic,2143,1,0.052,2185.61,0.052,474,0.444
RRT_Connect_Basic,2144,1,0.007,2048.56,0.007,64,0.588
RRT_Star_Basic,2145,1,0.095,1941.39,8.949,3927,0.324
Informed_RRT_Star_Basic,2146,1,0.079,2309.68,0.252,3830,0.458
SC_RRT_Basic,2147,1,0.012,2024.83,0.012,218,0.108
Dynamic_RRT_Basic,2148,1,0.050,2106.96,0.050,462,0.461
RRT_Basic,2149,1,0.023,2301.08,0.023,218,0.482
RRT_Connect_Basic,2150,1,0.008,2147.81,0.008,65,0.550
RRT_Star_Basic,2151,1,0.077,1983.39,7.781,3845,0.314
Informed_RRT_Star_Basic,2152,1,0.065,2305.95,0.264,3919,0.459
SC_RRT_Basic,2153,1,0.013,1975.23,0.013,199,0.043
Dynamic_RRT_Basic,2154,1,0.048,2329.21,0.048,421,0.484
RRT_Basic,2155,1,0.010,2287.23,0.010,100,0.501
RRT_Connect_Basic,2156,1,0.009,2384.32,0.009,85,0.583
RRT_Star_Basic,2157,1,0.037,1970.64,7.516,3915,0.319
Informed_RRT_Star_Basic,2158,1,0.046,2325.75,0.256,3933,0.454
SC_RRT_Basic,2159,1,0.013,2203.20,0.013,238,0.041
Dynamic_RRT_Basic,2160,1,0.017,2252.84,0.018,191,0.503
RRT_Basic,2161,1,0.044,2295.38,0.044,394,0.461
RRT_Connect_Basic,2162,1,0.006,2058.32,0.006,61,0.448
RRT_Star_Basic,2163,1,0.045,1997.59,8.019,3817,0.329
Informed_RRT_Star_Basic,2164,1,0.096,2386.15,0.233,3479,0.409
SC_RRT_Basic,2165,1,0.012,2017.83,0.012,176,0.239
Dynamic_RRT_Basic,2166,1,0.051,2210.19,0.052,440,0.423
RRT_Basic,2167,1,0.041,2396.54,0.041,364,0.529
RRT_Connect_Basic,2168,1,0.008,2134.00,0.008,61,0.528
RRT_Star_Basic,2169,1,0.110,2008.57,8.469,3795,0.344
Informed_RRT_Star_Basic,2170,1,0.063,2458.32,0.254,3716,0.430
SC_RRT_Basic,2171,1,0.009,2054.62,0.009,165,0.288
Dynamic_RRT_Basic,2172,1,0.026,2252.84,0.026,269,0.488
RRT_Basic,2173,1,0.011,2215.14,0.011,110,0.530
RRT_Connect_Basic,2174,1,0.007,2167.19,0.007,69,0.540
RRT_Star_Basic,2175,1,0.057,1981.33,9.448,3930,0.276
Informed_RRT_Star_Basic,2176,1,0.070,2295.19,0.258,3816,0.405
SC_RRT_Basic,2177,1,0.009,1951.60,0.009,175,0.035
Dynamic_RRT_Basic,2178,1,0.008,2138.29,0.009,105,0.511
RRT_Basic,2179,1,0.024,2343.18,0.024,227,0.454
RRT_Connect_Basic,2180,1,0.006,2034.23,0.006,56,0.430
RRT_Star_Basic,2181,1,0.086,1968.04,8.412,3827,0.383
Informed_RRT_Star_Basic,2182,1,0.038,2333.86,0.257,3865,0.393
SC_RRT_Basic,2183,1,0.011,2006.68,0.011,238,0.026
Dynamic_RRT_Basic,2184,1,0.028,2252.84,0.028,277,0.481
RRT_Basic,2185,1,0.021,2318.05,0.021,209,0.446
RRT_Connect_Basic,2186,1,0.008,2119.78,0.008,61,0.505
RRT_Star_Basic,2187,1,0.047,1997.36,7.133,3808,0.342
Informed_RRT_Star_Basic,2188,1,0.070,2259.54,0.256,3735,0.406
SC_RRT_Basic,2189,1,0.011,1985.23,0.011,198,0.208
Dynamic_RRT_Basic,2190,1,0.046,2235.67,0.046,415,0.376
RRT_Basic,2191,1,0.020,2333.55,0.020,158,0.471
RRT_Connect_Basic,2192,1,0.007,2166.85,0.007,62,0.475
RRT_Star_Basic,2193,1,0.032,1991.23,8.113,3976,0.313
Informed_RRT_Star_Basic,2194,1,0.125,2244.57,0.265,3941,0.379
SC_RRT_Basic,2195,1,0.011,1986.93,0.011,194,0.235
Dynamic_RRT_Basic,2196,1,0.011,2214.66,0.012,121,0.483
RRT_Basic,2197,1,0.053,2282.27,0.053,483,0.429
RRT_Connect_Basic,2198,1,0.006,2022.23,0.006,54,0.438
RRT_Star_Basic,2199,1,0.056,1935.95,7.742,3872,0.081
Informed_RRT_Star_Basic,2200,1,0.148,2202.97,0.279,3840,0.424
SC_RRT_Basic,2201,1,0.015,1937.74,0.015,272,0.074
Dynamic_RRT_Basic,2202,1,0.018,2138.29,0.018,210,0.436
RRT_Basic,2203,1,0.020,2213.22,0.020,206,0.471
RRT_Connect_Basic,2204,1,0.008,2110.09,0.008,74,0.502
RRT_Star_Basic,2205,1,0.050,1987.99,8.163,3881,0.262
Informed_RRT_Star_Basic,2206,1,0.063,2487.65,0.248,3728,0.460
SC_RRT_Basic,2207,1,0.015,2020.96,0.015,241,0.046
Dynamic_RRT_Basic,2208,1,0.019,2176.47,0.019,193,0.433
RRT_Basic,2209,1,0.024,2298.02,0.024,242,0.479
RRT_Connect_Basic,2210,1,0.005,2030.32,0.005,57,0.424
RRT_Star_Basic,2211,1,0.077,1938.56,7.288,3920,0.126
Informed_RRT_Star_Basic,2212,1,0.042,2344.53,0.267,4062,0.438
SC_RRT_Basic,2213,1,0.010,1914.80,0.010,190,0.005
Dynamic_RRT_Basic,2214,1,0.011,2138.29,0.011,137,0.451
RRT_Basic,2215,1,0.019,2323.25,0.019,187,0.509
RRT_Connect_Basic,2216,1,0.007,2038.71,0.007,63,0.527
RRT_Star_Basic,2217,1,0.103,1950.00,9.232,3819,0.315
Informed_RRT_Star_Basic,2218,1,0.065,2467.13,0.245,3765,0.443
SC_RRT_Basic,2219,1,0.011,1962.00,0.011,206,0.034
Dynamic_RRT_Basic,2220,1,0.017,2133.28,0.017,187,0.429
RRT_Basic,2221,1,0.018,2187.56,0.018,177,0.468
RRT_Connect_Basic,2222,1,0.008,2215.29,0.008,75,0.599
RRT_Star_Basic,2223,1,0.043,1960.68,8.682,3874,0.348
Informed_RRT_Star_Basic,2224,1,0.045,2221.15,0.257,3893,0.452
SC_RRT_Basic,2225,1,0.008,1959.07,0.008,180,0.293
Dynamic_RRT_Basic,2226,1,0.013,2138.29,0.014,156,0.463
