# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 14-Mar-2026 21:40:05

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.034±0.028,2320.66±122.18,0.034±0.028,269±171,0.470±0.037
RRT_Connect_Basic,100.0,0.009±0.004,2144.11±97.62,0.009±0.004,69±10,0.503±0.065
RRT_Star_Basic,100.0,0.115±0.102,1971.72±18.90,9.995±2.520,3850±104,0.288±0.083
Informed_RRT_Star_Basic,100.0,0.081±0.037,2315.86±104.12,0.306±0.081,3804±110,0.414±0.024
SC_RRT_Basic,100.0,0.020±0.013,2003.42±60.97,0.020±0.013,206±32,0.156±0.128
Dynamic_RRT_Basic,100.0,0.038±0.031,2281.84±125.50,0.038±0.031,293±157,0.462±0.035

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,727,1,0.039,2486.09,0.039,288,0.485
RRT_Connect_Basic,728,1,0.011,2196.23,0.011,86,0.470
RRT_Star_Basic,729,1,0.190,2011.50,10.757,3851,0.327
Informed_RRT_Star_Basic,730,1,0.099,2324.09,0.327,3732,0.391
SC_RRT_Basic,731,1,0.026,1985.52,0.026,259,0.253
Dynamic_RRT_Basic,732,1,0.037,2244.01,0.037,303,0.423
RRT_Basic,733,1,0.056,2319.30,0.056,437,0.495
RRT_Connect_Basic,734,1,0.008,2073.01,0.008,59,0.450
RRT_Star_Basic,735,1,0.127,1999.32,10.424,3847,0.321
Informed_RRT_Star_Basic,736,1,0.144,2348.88,0.342,3605,0.427
SC_RRT_Basic,737,1,0.033,1981.26,0.033,196,0.199
Dynamic_RRT_Basic,738,1,0.036,2367.39,0.036,322,0.499
RRT_Basic,739,1,0.039,2272.69,0.039,185,0.454
RRT_Connect_Basic,740,1,0.008,2096.86,0.008,72,0.482
RRT_Star_Basic,741,1,0.318,1951.31,10.466,3675,0.135
Informed_RRT_Star_Basic,742,1,0.061,2336.89,0.329,3776,0.417
SC_RRT_Basic,743,1,0.027,1997.38,0.027,199,0.332
Dynamic_RRT_Basic,744,1,0.029,2535.41,0.030,234,0.520
RRT_Basic,745,1,0.013,2188.09,0.013,126,0.445
RRT_Connect_Basic,746,1,0.006,2031.09,0.006,61,0.357
RRT_Star_Basic,747,1,0.062,1985.35,11.700,3844,0.316
Informed_RRT_Star_Basic,748,1,0.122,2542.60,0.279,3613,0.408
SC_RRT_Basic,749,1,0.035,1988.67,0.035,215,0.017
Dynamic_RRT_Basic,750,1,0.028,2345.81,0.028,235,0.474
RRT_Basic,751,1,0.042,2467.87,0.042,279,0.477
RRT_Connect_Basic,752,1,0.007,2074.19,0.007,60,0.414
RRT_Star_Basic,753,1,0.059,1982.36,11.935,3883,0.244
Informed_RRT_Star_Basic,754,1,0.065,2195.49,0.363,3765,0.399
SC_RRT_Basic,755,1,0.034,2165.07,0.034,252,0.057
Dynamic_RRT_Basic,756,1,0.085,2379.55,0.085,399,0.476
RRT_Basic,757,1,0.155,2187.03,0.155,1030,0.441
RRT_Connect_Basic,758,1,0.012,2160.66,0.012,69,0.498
RRT_Star_Basic,759,1,0.087,1976.32,13.469,3908,0.182
Informed_RRT_Star_Basic,760,1,0.130,2358.37,0.350,3815,0.428
SC_RRT_Basic,761,1,0.028,1961.98,0.028,184,0.035
Dynamic_RRT_Basic,762,1,0.021,2214.66,0.021,211,0.521
RRT_Basic,763,1,0.033,2460.41,0.033,260,0.494
RRT_Connect_Basic,764,1,0.015,2250.74,0.015,87,0.560
RRT_Star_Basic,765,1,0.090,1987.53,12.741,3846,0.143
Informed_RRT_Star_Basic,766,1,0.068,2509.58,0.334,3765,0.397
SC_RRT_Basic,767,1,0.055,1983.19,0.055,303,0.184
Dynamic_RRT_Basic,768,1,0.062,2329.21,0.062,446,0.481
RRT_Basic,769,1,0.025,2323.76,0.025,206,0.483
RRT_Connect_Basic,770,1,0.010,2184.27,0.010,70,0.517
RRT_Star_Basic,771,1,0.553,1995.19,9.074,3615,0.368
Informed_RRT_Star_Basic,772,1,0.127,2620.47,0.400,3455,0.425
SC_RRT_Basic,773,1,0.010,1936.53,0.010,190,0.020
Dynamic_RRT_Basic,774,1,0.054,2114.21,0.054,358,0.345
RRT_Basic,775,1,0.030,2214.17,0.030,314,0.452
RRT_Connect_Basic,776,1,0.009,2114.39,0.009,78,0.510
RRT_Star_Basic,777,1,0.072,1960.63,11.371,3857,0.333
Informed_RRT_Star_Basic,778,1,0.114,2430.71,0.340,3716,0.430
SC_RRT_Basic,779,1,0.014,1993.55,0.014,192,0.253
Dynamic_RRT_Basic,780,1,0.023,2291.03,0.024,248,0.547
RRT_Basic,781,1,0.045,2344.51,0.045,365,0.475
RRT_Connect_Basic,782,1,0.009,2208.60,0.009,65,0.570
RRT_Star_Basic,783,1,0.055,1968.32,11.245,3874,0.342
Informed_RRT_Star_Basic,784,1,0.063,2189.30,0.342,3914,0.428
SC_RRT_Basic,785,1,0.035,2068.66,0.035,201,0.319
Dynamic_RRT_Basic,786,1,0.053,2191.26,0.054,446,0.485
RRT_Basic,787,1,0.057,2256.57,0.058,384,0.474
RRT_Connect_Basic,788,1,0.009,2168.96,0.009,67,0.502
RRT_Star_Basic,789,1,0.111,1976.52,10.592,3674,0.334
Informed_RRT_Star_Basic,790,1,0.122,2266.08,0.358,3859,0.408
SC_RRT_Basic,791,1,0.023,1964.29,0.023,198,0.284
Dynamic_RRT_Basic,792,1,0.080,2214.66,0.080,493,0.470
RRT_Basic,793,1,0.063,2299.82,0.063,342,0.554
RRT_Connect_Basic,794,1,0.020,2192.84,0.020,67,0.523
RRT_Star_Basic,795,1,0.070,1977.99,10.835,3874,0.347
Informed_RRT_Star_Basic,796,1,0.067,2598.81,0.259,3624,0.397
SC_RRT_Basic,797,1,0.026,1942.18,0.026,231,0.023
Dynamic_RRT_Basic,798,1,0.025,2390.02,0.025,193,0.470
RRT_Basic,799,1,0.026,2319.18,0.027,218,0.477
RRT_Connect_Basic,800,1,0.008,2182.52,0.008,76,0.534
RRT_Star_Basic,801,1,0.104,2011.12,10.824,3862,0.216
Informed_RRT_Star_Basic,802,1,0.083,2219.20,0.377,3983,0.439
SC_RRT_Basic,803,1,0.028,2053.09,0.028,219,0.163
Dynamic_RRT_Basic,804,1,0.072,2558.31,0.072,550,0.472
RRT_Basic,805,1,0.023,2221.51,0.023,209,0.402
RRT_Connect_Basic,806,1,0.009,2056.91,0.009,64,0.440
RRT_Star_Basic,807,1,0.045,1960.27,10.544,3827,0.202
Informed_RRT_Star_Basic,808,1,0.067,2238.07,0.320,3885,0.414
SC_RRT_Basic,809,1,0.017,1979.82,0.017,186,0.213
Dynamic_RRT_Basic,810,1,0.011,2176.47,0.011,113,0.475
RRT_Basic,811,1,0.036,2384.40,0.036,295,0.521
RRT_Connect_Basic,812,1,0.008,2074.44,0.008,75,0.591
RRT_Star_Basic,813,1,0.210,2017.65,13.066,3776,0.324
Informed_RRT_Star_Basic,814,1,0.133,2498.96,0.359,3689,0.423
SC_RRT_Basic,815,1,0.030,1989.72,0.030,166,0.213
Dynamic_RRT_Basic,816,1,0.044,2367.39,0.045,311,0.447
RRT_Basic,817,1,0.024,2291.71,0.025,192,0.453
RRT_Connect_Basic,818,1,0.011,2246.31,0.011,86,0.647
RRT_Star_Basic,819,1,0.175,2002.15,13.715,3837,0.338
Informed_RRT_Star_Basic,820,1,0.129,2261.38,0.422,3851,0.417
SC_RRT_Basic,821,1,0.035,1987.46,0.035,179,0.231
Dynamic_RRT_Basic,822,1,0.018,2214.66,0.018,178,0.503
RRT_Basic,823,1,0.081,2247.97,0.081,416,0.522
RRT_Connect_Basic,824,1,0.013,2038.14,0.013,63,0.476
RRT_Star_Basic,825,1,0.579,1977.16,11.673,3807,0.131
Informed_RRT_Star_Basic,826,1,0.186,2448.34,0.397,3787,0.393
SC_RRT_Basic,827,1,0.039,1999.48,0.039,216,0.205
Dynamic_RRT_Basic,828,1,0.048,2176.47,0.048,332,0.432
RRT_Basic,829,1,0.126,2517.02,0.126,844,0.487
RRT_Connect_Basic,830,1,0.023,2206.67,0.023,71,0.441
RRT_Star_Basic,831,1,0.138,2011.98,12.410,3758,0.324
Informed_RRT_Star_Basic,832,1,0.118,2537.97,0.386,3566,0.425
SC_RRT_Basic,833,1,0.035,2097.78,0.035,204,0.363
Dynamic_RRT_Basic,834,1,0.084,2729.52,0.085,509,0.426
RRT_Basic,835,1,0.037,2196.43,0.037,232,0.464
RRT_Connect_Basic,836,1,0.021,2199.35,0.021,72,0.596
RRT_Star_Basic,837,1,0.087,1975.14,12.248,3754,0.319
Informed_RRT_Star_Basic,838,1,0.084,2255.19,0.381,3809,0.429
SC_RRT_Basic,839,1,0.025,1978.70,0.025,205,0.044
Dynamic_RRT_Basic,840,1,0.046,2560.36,0.046,311,0.463
RRT_Basic,841,1,0.078,2582.70,0.078,547,0.522
RRT_Connect_Basic,842,1,0.006,2066.72,0.006,58,0.511
RRT_Star_Basic,843,1,0.077,1933.77,10.720,3964,0.315
Informed_RRT_Star_Basic,844,1,0.058,2298.88,0.319,3934,0.429
SC_RRT_Basic,845,1,0.018,2015.57,0.018,184,0.398
Dynamic_RRT_Basic,846,1,0.031,2291.03,0.031,227,0.459
RRT_Basic,847,1,0.023,2212.02,0.023,182,0.398
RRT_Connect_Basic,848,1,0.006,2120.21,0.006,63,0.636
RRT_Star_Basic,849,1,0.073,1970.90,12.552,3986,0.318
Informed_RRT_Star_Basic,850,1,0.057,2186.49,0.356,3954,0.431
SC_RRT_Basic,851,1,0.027,2036.52,0.027,176,0.258
Dynamic_RRT_Basic,852,1,0.015,2130.96,0.016,175,0.480
RRT_Basic,853,1,0.027,2254.15,0.027,224,0.502
RRT_Connect_Basic,854,1,0.011,2255.99,0.011,83,0.513
RRT_Star_Basic,855,1,0.040,1982.21,11.758,3957,0.325
Informed_RRT_Star_Basic,856,1,0.068,2381.29,0.319,3698,0.417
SC_RRT_Basic,857,1,0.032,1981.43,0.032,221,0.184
Dynamic_RRT_Basic,858,1,0.031,2310.01,0.031,269,0.438
RRT_Basic,859,1,0.020,2489.19,0.020,143,0.503
RRT_Connect_Basic,860,1,0.007,2116.49,0.007,64,0.522
RRT_Star_Basic,861,1,0.055,1947.51,13.803,4008,0.333
Informed_RRT_Star_Basic,862,1,0.091,2199.16,0.306,3813,0.387
SC_RRT_Basic,863,1,0.013,1929.95,0.013,167,0.174
Dynamic_RRT_Basic,864,1,0.019,2214.66,0.019,190,0.452
RRT_Basic,865,1,0.040,2195.62,0.040,384,0.452
RRT_Connect_Basic,866,1,0.008,2126.03,0.008,67,0.500
RRT_Star_Basic,867,1,0.164,1966.22,14.787,3826,0.356
Informed_RRT_Star_Basic,868,1,0.306,2369.07,0.572,3657,0.433
SC_RRT_Basic,869,1,0.032,1969.64,0.032,190,0.323
Dynamic_RRT_Basic,870,1,0.104,2329.21,0.105,428,0.466
RRT_Basic,871,1,0.056,2248.41,0.057,234,0.502
RRT_Connect_Basic,872,1,0.013,2057.64,0.013,68,0.476
RRT_Star_Basic,873,1,0.170,1975.06,16.097,3880,0.156
Informed_RRT_Star_Basic,874,1,0.107,2365.67,0.447,3754,0.430
SC_RRT_Basic,875,1,0.062,2134.85,0.062,335,0.216
Dynamic_RRT_Basic,876,1,0.027,2214.66,0.027,236,0.462
RRT_Basic,877,1,0.027,2410.56,0.028,172,0.506
RRT_Connect_Basic,878,1,0.016,2072.59,0.016,84,0.446
RRT_Star_Basic,879,1,0.158,1972.09,15.376,3864,0.332
Informed_RRT_Star_Basic,880,1,0.060,2367.62,0.377,3819,0.455
SC_RRT_Basic,881,1,0.036,1978.36,0.036,168,0.263
Dynamic_RRT_Basic,882,1,0.014,2207.71,0.015,177,0.442
RRT_Basic,883,1,0.025,2263.45,0.025,195,0.461
RRT_Connect_Basic,884,1,0.006,2003.55,0.006,58,0.338
RRT_Star_Basic,885,1,0.066,1949.60,14.344,3898,0.204
Informed_RRT_Star_Basic,886,1,0.115,2354.04,0.482,3987,0.454
SC_RRT_Basic,887,1,0.033,1950.56,0.033,170,0.237
Dynamic_RRT_Basic,888,1,0.014,2131.83,0.014,153,0.428
RRT_Basic,889,1,0.065,2379.57,0.066,527,0.414
RRT_Connect_Basic,890,1,0.018,2195.02,0.018,68,0.579
RRT_Star_Basic,891,1,0.101,1936.87,14.410,3844,0.332
Informed_RRT_Star_Basic,892,1,0.123,2280.40,0.505,3868,0.444
SC_RRT_Basic,893,1,0.044,1983.48,0.044,223,0.228
Dynamic_RRT_Basic,894,1,0.095,2648.18,0.096,386,0.503
RRT_Basic,895,1,0.044,2307.95,0.044,230,0.482
RRT_Connect_Basic,896,1,0.011,2394.42,0.011,70,0.620
RRT_Star_Basic,897,1,0.088,1955.78,16.948,3990,0.326
Informed_RRT_Star_Basic,898,1,0.099,2281.50,0.379,3851,0.413
SC_RRT_Basic,899,1,0.043,2243.94,0.043,238,0.055
Dynamic_RRT_Basic,900,1,0.120,2393.44,0.120,562,0.471
RRT_Basic,901,1,0.066,2493.19,0.066,416,0.514
RRT_Connect_Basic,902,1,0.017,2205.33,0.017,84,0.517
RRT_Star_Basic,903,1,0.171,1955.55,15.635,3976,0.329
Informed_RRT_Star_Basic,904,1,0.125,2396.08,0.641,3735,0.479
SC_RRT_Basic,905,1,0.037,2015.19,0.037,174,0.081
Dynamic_RRT_Basic,906,1,0.045,2558.31,0.046,283,0.423
RRT_Basic,907,1,0.068,2213.60,0.068,457,0.450
RRT_Connect_Basic,908,1,0.007,2115.21,0.007,67,0.545
RRT_Star_Basic,909,1,0.223,1985.82,16.989,3871,0.349
Informed_RRT_Star_Basic,910,1,0.277,2240.98,0.609,3797,0.411
SC_RRT_Basic,911,1,0.032,1974.71,0.032,174,0.198
Dynamic_RRT_Basic,912,1,0.021,2405.58,0.022,201,0.486
RRT_Basic,913,1,0.061,2278.51,0.061,292,0.375
RRT_Connect_Basic,914,1,0.016,2089.93,0.016,63,0.490
RRT_Star_Basic,915,1,0.140,1959.76,15.428,3980,0.336
Informed_RRT_Star_Basic,916,1,0.120,2201.20,0.478,3830,0.402
SC_RRT_Basic,917,1,0.042,1943.38,0.042,269,0.028
Dynamic_RRT_Basic,918,1,0.036,2329.21,0.036,308,0.469
RRT_Basic,919,1,0.052,2407.39,0.052,360,0.495
RRT_Connect_Basic,920,1,0.009,2359.26,0.009,73,0.564
RRT_Star_Basic,921,1,0.221,1985.57,14.908,3799,0.324
Informed_RRT_Star_Basic,922,1,0.113,2310.32,0.541,3910,0.427
SC_RRT_Basic,923,1,0.042,1950.92,0.042,206,0.013
Dynamic_RRT_Basic,924,1,0.055,2176.47,0.056,360,0.474
RRT_Basic,925,1,0.030,2477.21,0.030,162,0.460
RRT_Connect_Basic,926,1,0.012,2139.99,0.012,64,0.486
RRT_Star_Basic,927,1,0.059,1966.86,16.114,3889,0.189
Informed_RRT_Star_Basic,928,1,0.132,2245.23,0.464,3941,0.411
SC_RRT_Basic,929,1,0.035,1982.07,0.035,188,0.199
Dynamic_RRT_Basic,930,1,0.073,2221.22,0.073,392,0.499
RRT_Basic,931,1,0.103,2467.39,0.103,509,0.519
RRT_Connect_Basic,932,1,0.011,2176.98,0.011,91,0.522
RRT_Star_Basic,933,1,0.049,1958.20,15.542,3997,0.329
Informed_RRT_Star_Basic,934,1,0.083,2277.98,0.451,3844,0.394
SC_RRT_Basic,935,1,0.040,2281.78,0.040,254,0.042
Dynamic_RRT_Basic,936,1,0.072,2529.15,0.072,210,0.420
RRT_Basic,937,1,0.079,2300.79,0.079,265,0.400
RRT_Connect_Basic,938,1,0.019,2072.63,0.019,60,0.465
RRT_Star_Basic,939,1,0.241,1953.00,13.583,3768,0.344
Informed_RRT_Star_Basic,940,1,0.072,2185.87,0.260,3881,0.408
SC_RRT_Basic,941,1,0.012,2011.91,0.012,250,0.045
Dynamic_RRT_Basic,942,1,0.020,2291.03,0.020,221,0.515
RRT_Basic,943,1,0.014,2285.17,0.014,138,0.500
RRT_Connect_Basic,944,1,0.007,2225.83,0.007,69,0.550
RRT_Star_Basic,945,1,0.034,1957.43,12.020,4009,0.326
Informed_RRT_Star_Basic,946,1,0.101,2368.08,0.403,3697,0.415
SC_RRT_Basic,947,1,0.015,2037.73,0.015,179,0.044
Dynamic_RRT_Basic,948,1,0.073,2277.77,0.074,441,0.485
RRT_Basic,949,1,0.036,2313.34,0.037,224,0.502
RRT_Connect_Basic,950,1,0.014,2091.77,0.014,66,0.495
RRT_Star_Basic,951,1,0.103,1975.25,14.249,3841,0.331
Informed_RRT_Star_Basic,952,1,0.142,2441.81,0.502,3631,0.456
SC_RRT_Basic,953,1,0.048,2001.46,0.048,219,0.192
Dynamic_RRT_Basic,954,1,0.129,2314.48,0.130,377,0.499
RRT_Basic,955,1,0.044,2300.30,0.044,159,0.501
RRT_Connect_Basic,956,1,0.015,2115.53,0.015,63,0.467
RRT_Star_Basic,957,1,0.108,1964.74,16.034,3891,0.181
Informed_RRT_Star_Basic,958,1,0.105,2303.48,0.659,3909,0.444
SC_RRT_Basic,959,1,0.032,2001.14,0.032,183,0.330
Dynamic_RRT_Basic,960,1,0.009,2100.11,0.010,103,0.462
RRT_Basic,961,1,0.035,2193.64,0.035,141,0.446
RRT_Connect_Basic,962,1,0.013,2367.79,0.013,85,0.593
RRT_Star_Basic,963,1,0.261,1964.70,11.466,3855,0.139
Informed_RRT_Star_Basic,964,1,0.134,2288.26,0.440,3975,0.404
SC_RRT_Basic,965,1,0.044,1943.60,0.044,221,0.213
Dynamic_RRT_Basic,966,1,0.022,2325.41,0.022,184,0.516
RRT_Basic,967,1,0.029,2302.65,0.030,236,0.519
RRT_Connect_Basic,968,1,0.013,2472.64,0.013,87,0.615
RRT_Star_Basic,969,1,0.104,1945.80,12.271,3796,0.328
Informed_RRT_Star_Basic,970,1,0.092,2415.46,0.388,3863,0.420
SC_RRT_Basic,971,1,0.034,1938.23,0.034,210,0.023
Dynamic_RRT_Basic,972,1,0.048,2240.49,0.049,275,0.473
RRT_Basic,973,1,0.023,2338.42,0.023,168,0.450
RRT_Connect_Basic,974,1,0.008,2096.64,0.008,67,0.477
RRT_Star_Basic,975,1,0.170,1979.35,16.000,3825,0.378
Informed_RRT_Star_Basic,976,1,0.214,2314.36,0.454,3792,0.425
SC_RRT_Basic,977,1,0.038,2098.30,0.038,244,0.503
Dynamic_RRT_Basic,978,1,0.087,2405.58,0.088,404,0.492
RRT_Basic,979,1,0.058,2464.21,0.059,522,0.488
RRT_Connect_Basic,980,1,0.009,2101.79,0.009,65,0.521
RRT_Star_Basic,981,1,0.075,1967.71,14.329,3992,0.152
Informed_RRT_Star_Basic,982,1,0.054,2252.12,0.279,3683,0.456
SC_RRT_Basic,983,1,0.038,1954.48,0.038,223,0.026
Dynamic_RRT_Basic,984,1,0.030,2214.66,0.030,277,0.419
RRT_Basic,985,1,0.031,2191.29,0.031,270,0.439
RRT_Connect_Basic,986,1,0.007,2094.59,0.007,66,0.439
RRT_Star_Basic,987,1,0.064,1972.95,10.307,3830,0.353
Informed_RRT_Star_Basic,988,1,0.060,2279.48,0.374,3857,0.413
SC_RRT_Basic,989,1,0.035,1957.20,0.035,187,0.244
Dynamic_RRT_Basic,990,1,0.049,2347.99,0.049,327,0.494
RRT_Basic,991,1,0.041,2399.43,0.041,262,0.440
RRT_Connect_Basic,992,1,0.013,2227.71,0.013,80,0.516
RRT_Star_Basic,993,1,0.141,1999.00,11.917,3836,0.315
Informed_RRT_Star_Basic,994,1,0.116,2363.47,0.316,3715,0.435
SC_RRT_Basic,995,1,0.037,2053.81,0.037,215,0.018
Dynamic_RRT_Basic,996,1,0.013,2312.66,0.013,151,0.434
RRT_Basic,997,1,0.044,2512.59,0.044,375,0.483
RRT_Connect_Basic,998,1,0.010,2207.97,0.010,74,0.501
RRT_Star_Basic,999,1,0.102,1986.76,10.666,3845,0.342
Informed_RRT_Star_Basic,1000,1,0.046,2219.53,0.313,3813,0.417
SC_RRT_Basic,1001,1,0.048,2019.31,0.048,240,0.081
Dynamic_RRT_Basic,1002,1,0.035,2520.13,0.035,226,0.446
RRT_Basic,1003,1,0.030,2281.39,0.030,181,0.463
RRT_Connect_Basic,1004,1,0.014,2538.85,0.014,99,0.464
RRT_Star_Basic,1005,1,0.169,1994.60,10.840,3741,0.368
Informed_RRT_Star_Basic,1006,1,0.153,2326.32,0.307,3587,0.435
SC_RRT_Basic,1007,1,0.027,2053.18,0.027,207,0.216
Dynamic_RRT_Basic,1008,1,0.052,2520.13,0.052,447,0.410
RRT_Basic,1009,1,0.014,2263.79,0.014,139,0.476
RRT_Connect_Basic,1010,1,0.007,2100.17,0.007,72,0.447
RRT_Star_Basic,1011,1,0.043,1984.22,12.131,3945,0.340
Informed_RRT_Star_Basic,1012,1,0.100,2462.01,0.373,3879,0.385
SC_RRT_Basic,1013,1,0.030,1994.46,0.030,184,0.021
Dynamic_RRT_Basic,1014,1,0.013,2214.66,0.013,138,0.460
RRT_Basic,1015,1,0.024,2279.76,0.024,196,0.498
RRT_Connect_Basic,1016,1,0.006,2096.44,0.006,67,0.438
RRT_Star_Basic,1017,1,0.257,1956.58,9.050,3823,0.309
Informed_RRT_Star_Basic,1018,1,0.082,2323.31,0.368,3959,0.422
SC_RRT_Basic,1019,1,0.037,1948.20,0.037,198,0.017
Dynamic_RRT_Basic,1020,1,0.016,2367.39,0.017,178,0.514
RRT_Basic,1021,1,0.015,2277.60,0.015,140,0.523
RRT_Connect_Basic,1022,1,0.007,2267.18,0.007,68,0.644
RRT_Star_Basic,1023,1,0.057,1973.33,11.782,3911,0.331
Informed_RRT_Star_Basic,1024,1,0.064,2199.51,0.354,3942,0.395
SC_RRT_Basic,1025,1,0.023,1953.68,0.023,201,0.027
Dynamic_RRT_Basic,1026,1,0.023,2379.41,0.023,214,0.471
RRT_Basic,1027,1,0.022,2240.82,0.022,155,0.538
RRT_Connect_Basic,1028,1,0.017,2174.27,0.017,82,0.605
RRT_Star_Basic,1029,1,0.178,1944.95,12.258,3750,0.156
Informed_RRT_Star_Basic,1030,1,0.092,2483.06,0.302,3655,0.405
SC_RRT_Basic,1031,1,0.033,2018.56,0.033,209,0.030
Dynamic_RRT_Basic,1032,1,0.042,2329.21,0.042,265,0.488
RRT_Basic,1033,1,0.046,2328.25,0.046,322,0.486
RRT_Connect_Basic,1034,1,0.006,2108.13,0.006,64,0.472
RRT_Star_Basic,1035,1,0.108,1975.51,10.752,3739,0.343
Informed_RRT_Star_Basic,1036,1,0.101,2348.80,0.330,3793,0.445
SC_RRT_Basic,1037,1,0.030,1952.54,0.030,196,0.234
Dynamic_RRT_Basic,1038,1,0.052,2138.29,0.052,439,0.495
RRT_Basic,1039,1,0.025,2299.88,0.025,230,0.487
RRT_Connect_Basic,1040,1,0.009,2032.11,0.009,61,0.414
RRT_Star_Basic,1041,1,0.156,1990.02,12.815,3849,0.240
Informed_RRT_Star_Basic,1042,1,0.079,2393.40,0.358,3740,0.435
SC_RRT_Basic,1043,1,0.030,1946.47,0.030,205,0.193
Dynamic_RRT_Basic,1044,1,0.104,2234.83,0.105,379,0.440
RRT_Basic,1045,1,0.035,2293.76,0.035,262,0.513
RRT_Connect_Basic,1046,1,0.010,2224.61,0.010,72,0.536
RRT_Star_Basic,1047,1,0.210,1961.30,10.368,3798,0.398
Informed_RRT_Star_Basic,1048,1,0.072,2229.12,0.363,3804,0.434
SC_RRT_Basic,1049,1,0.054,2178.42,0.054,269,0.278
Dynamic_RRT_Basic,1050,1,0.064,2251.28,0.064,432,0.501
RRT_Basic,1051,1,0.019,2162.97,0.019,153,0.469
RRT_Connect_Basic,1052,1,0.010,2016.91,0.010,65,0.363
RRT_Star_Basic,1053,1,0.088,1948.33,12.315,3967,0.103
Informed_RRT_Star_Basic,1054,1,0.093,2270.18,0.380,3864,0.439
SC_RRT_Basic,1055,1,0.035,2124.53,0.035,190,0.304
Dynamic_RRT_Basic,1056,1,0.016,2324.06,0.016,141,0.480
RRT_Basic,1057,1,0.014,2189.50,0.014,131,0.437
RRT_Connect_Basic,1058,1,0.007,2067.82,0.007,76,0.499
RRT_Star_Basic,1059,1,0.057,1989.59,10.512,3432,0.196
Informed_RRT_Star_Basic,1060,1,0.044,2234.72,0.308,3922,0.372
SC_RRT_Basic,1061,1,0.024,1980.71,0.024,176,0.033
Dynamic_RRT_Basic,1062,1,0.021,2367.39,0.022,218,0.491
RRT_Basic,1063,1,0.036,2554.65,0.036,355,0.492
RRT_Connect_Basic,1064,1,0.011,2076.05,0.011,64,0.394
RRT_Star_Basic,1065,1,0.143,1955.77,10.024,3819,0.323
Informed_RRT_Star_Basic,1066,1,0.112,2234.98,0.421,3837,0.413
SC_RRT_Basic,1067,1,0.014,1960.88,0.014,156,0.041
Dynamic_RRT_Basic,1068,1,0.015,2329.21,0.015,163,0.517
RRT_Basic,1069,1,0.020,2159.42,0.020,158,0.400
RRT_Connect_Basic,1070,1,0.006,2042.86,0.006,60,0.469
RRT_Star_Basic,1071,1,0.057,1968.15,11.520,3833,0.212
Informed_RRT_Star_Basic,1072,1,0.085,2174.60,0.326,3708,0.395
SC_RRT_Basic,1073,1,0.046,2011.21,0.046,269,0.150
Dynamic_RRT_Basic,1074,1,0.019,2329.21,0.019,204,0.511
RRT_Basic,1075,1,0.021,2212.74,0.021,178,0.460
RRT_Connect_Basic,1076,1,0.007,2069.18,0.007,61,0.435
RRT_Star_Basic,1077,1,0.045,1970.17,10.891,3931,0.312
Informed_RRT_Star_Basic,1078,1,0.072,2196.54,0.310,3777,0.396
SC_RRT_Basic,1079,1,0.044,2090.25,0.044,228,0.420
Dynamic_RRT_Basic,1080,1,0.017,2214.66,0.018,188,0.461
RRT_Basic,1081,1,0.041,2458.17,0.041,176,0.524
RRT_Connect_Basic,1082,1,0.012,2112.73,0.012,70,0.415
RRT_Star_Basic,1083,1,0.070,2008.97,14.023,3872,0.353
Informed_RRT_Star_Basic,1084,1,0.159,2330.35,0.531,3843,0.389
SC_RRT_Basic,1085,1,0.020,1991.49,0.020,198,0.377
Dynamic_RRT_Basic,1086,1,0.034,2176.47,0.035,287,0.440
RRT_Basic,1087,1,0.043,2565.67,0.044,352,0.476
RRT_Connect_Basic,1088,1,0.008,2096.33,0.008,66,0.471
RRT_Star_Basic,1089,1,0.085,1973.79,14.047,3924,0.357
Informed_RRT_Star_Basic,1090,1,0.091,2447.74,0.404,3813,0.413
SC_RRT_Basic,1091,1,0.038,2119.33,0.038,235,0.179
Dynamic_RRT_Basic,1092,1,0.062,2487.68,0.063,300,0.458
RRT_Basic,1093,1,0.028,2176.49,0.029,155,0.405
RRT_Connect_Basic,1094,1,0.011,2254.50,0.011,88,0.489
RRT_Star_Basic,1095,1,0.080,1965.65,15.330,3962,0.331
Informed_RRT_Star_Basic,1096,1,0.080,2254.19,0.266,3821,0.469
SC_RRT_Basic,1097,1,0.009,1964.52,0.009,173,0.020
Dynamic_RRT_Basic,1098,1,0.028,2176.47,0.028,186,0.454
RRT_Basic,1099,1,0.024,2451.76,0.025,240,0.465
RRT_Connect_Basic,1100,1,0.010,2078.02,0.010,73,0.477
RRT_Star_Basic,1101,1,0.031,1958.91,9.853,3907,0.150
Informed_RRT_Star_Basic,1102,1,0.079,2234.99,0.268,3945,0.413
SC_RRT_Basic,1103,1,0.010,1948.77,0.010,200,0.038
Dynamic_RRT_Basic,1104,1,0.028,2367.39,0.029,291,0.442
RRT_Basic,1105,1,0.032,2194.02,0.032,293,0.491
RRT_Connect_Basic,1106,1,0.008,2060.72,0.008,79,0.444
RRT_Star_Basic,1107,1,0.117,1977.40,8.754,3885,0.157
