# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 15-Mar-2026 18:34:44

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.046±0.033,2323.07±127.16,0.046±0.033,271±173,0.469±0.037
RRT_Connect_Basic,100.0,0.012±0.006,2145.80±97.67,0.012±0.006,70±10,0.497±0.064
RRT_Star_Basic,100.0,0.166±0.276,1969.06±18.73,13.387±1.675,3857±98,0.293±0.079
Informed_RRT_Star_Basic,100.0,0.215±0.124,2034.17±95.19,2.083±0.418,3855±97,0.191±0.052
SC_RRT_Basic,100.0,0.038±0.014,2004.27±61.58,0.038±0.014,209±34,0.162±0.133
Dynamic_RRT_Basic,100.0,0.056±0.058,2286.43±130.45,0.056±0.058,301±198,0.463±0.040

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Star_Basic,675,1,0.167,1940.67,13.136,3861,0.108
Informed_RRT_Star_Basic,676,1,0.127,1944.42,2.315,3858,0.161
SC_RRT_Basic,677,1,0.030,2002.17,0.030,192,0.239
Dynamic_RRT_Basic,678,1,0.040,2094.01,0.040,182,0.387
RRT_Basic,679,1,0.032,2358.06,0.032,164,0.475
RRT_Connect_Basic,680,1,0.008,2100.09,0.008,63,0.520
RRT_Star_Basic,681,1,0.074,1976.92,11.722,3933,0.328
Informed_RRT_Star_Basic,682,1,0.208,1974.57,2.168,3850,0.209
SC_RRT_Basic,683,1,0.032,2050.51,0.032,265,0.099
Dynamic_RRT_Basic,684,1,0.037,2387.45,0.037,265,0.513
RRT_Basic,685,1,0.060,2470.46,0.060,296,0.482
RRT_Connect_Basic,686,1,0.008,2174.88,0.008,65,0.490
RRT_Star_Basic,687,1,0.152,1971.41,10.914,3853,0.341
Informed_RRT_Star_Basic,688,1,0.127,1994.85,2.065,3866,0.240
SC_RRT_Basic,689,1,0.039,1979.73,0.039,250,0.028
Dynamic_RRT_Basic,690,1,0.024,2176.47,0.025,187,0.427
RRT_Basic,691,1,0.010,2100.68,0.010,106,0.380
RRT_Connect_Basic,692,1,0.008,2205.35,0.008,67,0.594
RRT_Star_Basic,693,1,0.057,1964.75,12.652,3962,0.334
Informed_RRT_Star_Basic,694,1,0.178,2213.59,1.444,3745,0.204
SC_RRT_Basic,695,1,0.025,2084.73,0.025,175,0.250
Dynamic_RRT_Basic,696,1,0.020,2211.35,0.020,211,0.489
RRT_Basic,697,1,0.009,2252.99,0.010,99,0.442
RRT_Connect_Basic,698,1,0.007,2106.94,0.007,64,0.497
RRT_Star_Basic,699,1,0.036,1971.36,12.345,3871,0.352
Informed_RRT_Star_Basic,700,1,0.144,1947.41,2.196,3890,0.150
SC_RRT_Basic,701,1,0.074,2053.58,0.074,304,0.030
Dynamic_RRT_Basic,702,1,0.012,2150.43,0.012,138,0.514
RRT_Basic,703,1,0.076,2140.72,0.076,369,0.384
RRT_Connect_Basic,704,1,0.006,2075.47,0.006,59,0.477
RRT_Star_Basic,705,1,0.081,1975.96,12.334,3940,0.339
Informed_RRT_Star_Basic,706,1,0.184,1933.97,2.475,4011,0.091
SC_RRT_Basic,707,1,0.042,1955.28,0.042,227,0.132
Dynamic_RRT_Basic,708,1,0.026,2212.16,0.026,185,0.451
RRT_Basic,709,1,0.022,2255.95,0.022,197,0.399
RRT_Connect_Basic,710,1,0.011,2105.61,0.011,65,0.463
RRT_Star_Basic,711,1,0.074,1971.78,12.357,3924,0.328
Informed_RRT_Star_Basic,712,1,0.341,2286.47,1.206,3714,0.218
SC_RRT_Basic,713,1,0.029,2021.73,0.029,284,0.036
Dynamic_RRT_Basic,714,1,0.131,2289.85,0.132,731,0.428
RRT_Basic,715,1,0.115,2334.43,0.115,501,0.457
RRT_Connect_Basic,716,1,0.006,2110.20,0.006,59,0.518
RRT_Star_Basic,717,1,0.125,1979.42,11.688,3838,0.346
Informed_RRT_Star_Basic,718,1,0.221,1988.40,1.951,3782,0.173
SC_RRT_Basic,719,1,0.041,2077.80,0.041,242,0.311
Dynamic_RRT_Basic,720,1,0.052,2367.39,0.053,341,0.431
RRT_Basic,721,1,0.022,2436.13,0.022,228,0.527
RRT_Connect_Basic,722,1,0.007,2130.40,0.007,61,0.493
RRT_Star_Basic,723,1,0.055,1988.31,10.667,3860,0.323
Informed_RRT_Star_Basic,724,1,0.280,1966.78,2.032,3897,0.196
SC_RRT_Basic,725,1,0.032,2035.83,0.032,187,0.031
Dynamic_RRT_Basic,726,1,0.057,2120.00,0.057,226,0.408
RRT_Basic,727,1,0.073,2490.26,0.073,447,0.477
RRT_Connect_Basic,728,1,0.009,2095.76,0.009,66,0.486
RRT_Star_Basic,729,1,0.277,2039.35,10.586,3611,0.317
Informed_RRT_Star_Basic,730,1,0.189,1970.12,1.948,3673,0.189
SC_RRT_Basic,731,1,0.054,2038.10,0.054,260,0.047
Dynamic_RRT_Basic,732,1,0.030,2291.03,0.030,289,0.518
RRT_Basic,733,1,0.019,2307.35,0.020,162,0.438
RRT_Connect_Basic,734,1,0.008,2154.68,0.008,69,0.536
RRT_Star_Basic,735,1,0.082,1970.23,10.261,3780,0.332
Informed_RRT_Star_Basic,736,1,0.141,2032.33,1.797,3738,0.157
SC_RRT_Basic,737,1,0.039,2082.40,0.039,208,0.312
Dynamic_RRT_Basic,738,1,0.022,2100.11,0.023,226,0.443
RRT_Basic,739,1,0.030,2379.37,0.031,197,0.450
RRT_Connect_Basic,740,1,0.008,2123.12,0.008,65,0.503
RRT_Star_Basic,741,1,0.126,1989.97,14.271,3773,0.343
Informed_RRT_Star_Basic,742,1,0.150,2229.59,1.327,3810,0.305
SC_RRT_Basic,743,1,0.042,1975.97,0.042,215,0.269
Dynamic_RRT_Basic,744,1,0.060,2421.16,0.061,459,0.484
RRT_Basic,745,1,0.026,2550.85,0.026,238,0.527
RRT_Connect_Basic,746,1,0.006,2164.61,0.006,63,0.528
RRT_Star_Basic,747,1,0.076,1980.82,12.037,3721,0.356
Informed_RRT_Star_Basic,748,1,0.231,2053.55,1.814,3804,0.188
SC_RRT_Basic,749,1,0.030,2088.10,0.030,230,0.027
Dynamic_RRT_Basic,750,1,0.045,2333.86,0.046,417,0.487
RRT_Basic,751,1,0.021,2208.96,0.021,188,0.455
RRT_Connect_Basic,752,1,0.007,2065.69,0.007,67,0.504
RRT_Star_Basic,753,1,0.103,1960.36,12.005,3876,0.183
Informed_RRT_Star_Basic,754,1,0.104,1973.25,2.074,3943,0.140
SC_RRT_Basic,755,1,0.076,1955.87,0.076,347,0.022
Dynamic_RRT_Basic,756,1,0.052,2634.68,0.052,357,0.557
RRT_Basic,757,1,0.024,2219.10,0.024,150,0.485
RRT_Connect_Basic,758,1,0.008,2168.63,0.008,71,0.572
RRT_Star_Basic,759,1,0.230,1986.99,10.793,3756,0.261
Informed_RRT_Star_Basic,760,1,0.196,2211.05,1.336,3805,0.280
SC_RRT_Basic,761,1,0.044,1991.44,0.044,234,0.517
Dynamic_RRT_Basic,762,1,0.021,2405.58,0.021,225,0.398
RRT_Basic,763,1,0.019,2273.63,0.019,153,0.478
RRT_Connect_Basic,764,1,0.010,2235.94,0.010,77,0.462
RRT_Star_Basic,765,1,0.107,1975.87,11.967,3899,0.196
Informed_RRT_Star_Basic,766,1,0.161,2016.91,1.969,3894,0.178
SC_RRT_Basic,767,1,0.031,1968.87,0.031,190,0.018
Dynamic_RRT_Basic,768,1,0.013,2100.11,0.014,151,0.397
RRT_Basic,769,1,0.024,2249.84,0.024,194,0.455
RRT_Connect_Basic,770,1,0.007,2065.56,0.007,66,0.447
RRT_Star_Basic,771,1,0.074,1991.33,12.772,3912,0.153
Informed_RRT_Star_Basic,772,1,0.096,1969.26,2.196,3974,0.158
SC_RRT_Basic,773,1,0.036,2054.40,0.036,193,0.072
Dynamic_RRT_Basic,774,1,0.180,2275.02,0.180,621,0.619
RRT_Basic,775,1,0.045,2313.71,0.045,199,0.388
RRT_Connect_Basic,776,1,0.018,2035.92,0.018,65,0.398
RRT_Star_Basic,777,1,0.054,1985.52,12.128,3958,0.207
Informed_RRT_Star_Basic,778,1,0.189,1978.02,2.402,3906,0.254
SC_RRT_Basic,779,1,0.023,1967.75,0.023,168,0.226
Dynamic_RRT_Basic,780,1,0.098,2808.79,0.098,611,0.522
RRT_Basic,781,1,0.048,2210.42,0.048,244,0.535
RRT_Connect_Basic,782,1,0.014,2124.91,0.014,65,0.448
RRT_Star_Basic,783,1,0.352,1970.21,9.897,3734,0.326
Informed_RRT_Star_Basic,784,1,0.203,1996.57,2.043,3894,0.162
SC_RRT_Basic,785,1,0.052,1979.34,0.052,206,0.044
Dynamic_RRT_Basic,786,1,0.028,2458.45,0.028,208,0.538
RRT_Basic,787,1,0.136,2370.59,0.136,792,0.511
RRT_Connect_Basic,788,1,0.023,2189.50,0.023,81,0.458
RRT_Star_Basic,789,1,0.451,1973.06,9.127,3744,0.204
Informed_RRT_Star_Basic,790,1,0.130,2301.14,1.323,3629,0.210
SC_RRT_Basic,791,1,0.029,2059.28,0.029,217,0.291
Dynamic_RRT_Basic,792,1,0.036,2386.71,0.036,333,0.543
RRT_Basic,793,1,0.157,2542.23,0.157,1048,0.552
RRT_Connect_Basic,794,1,0.022,2293.01,0.022,81,0.580
RRT_Star_Basic,795,1,0.139,1975.56,15.208,3893,0.331
Informed_RRT_Star_Basic,796,1,0.156,1981.14,2.675,3960,0.164
SC_RRT_Basic,797,1,0.037,2049.89,0.037,211,0.050
Dynamic_RRT_Basic,798,1,0.031,2176.47,0.031,197,0.426
RRT_Basic,799,1,0.035,2153.36,0.035,296,0.425
RRT_Connect_Basic,800,1,0.008,2089.96,0.008,64,0.469
RRT_Star_Basic,801,1,0.308,1999.09,11.743,3608,0.316
Informed_RRT_Star_Basic,802,1,0.153,1958.89,2.184,3769,0.156
SC_RRT_Basic,803,1,0.032,1966.54,0.032,178,0.289
Dynamic_RRT_Basic,804,1,0.088,2279.45,0.089,464,0.435
RRT_Basic,805,1,0.015,2437.68,0.015,147,0.505
RRT_Connect_Basic,806,1,0.009,2213.04,0.009,83,0.522
RRT_Star_Basic,807,1,0.082,1938.56,11.990,3916,0.324
Informed_RRT_Star_Basic,808,1,0.325,1958.64,2.455,3890,0.146
SC_RRT_Basic,809,1,0.028,2035.92,0.028,189,0.391
Dynamic_RRT_Basic,810,1,0.061,2291.03,0.062,247,0.509
RRT_Basic,811,1,0.030,2174.82,0.030,201,0.441
RRT_Connect_Basic,812,1,0.009,2221.29,0.009,79,0.524
RRT_Star_Basic,813,1,0.281,1988.36,11.472,3853,0.229
Informed_RRT_Star_Basic,814,1,0.255,1961.30,2.273,3912,0.146
SC_RRT_Basic,815,1,0.014,2017.34,0.014,193,0.261
Dynamic_RRT_Basic,816,1,0.101,2631.67,0.102,639,0.424
RRT_Basic,817,1,0.198,2397.20,0.198,884,0.530
RRT_Connect_Basic,818,1,0.020,2183.49,0.020,82,0.508
RRT_Star_Basic,819,1,0.096,2032.77,11.042,3771,0.366
Informed_RRT_Star_Basic,820,1,0.167,2054.65,1.283,3783,0.147
SC_RRT_Basic,821,1,0.026,2005.60,0.026,220,0.426
Dynamic_RRT_Basic,822,1,0.046,2252.84,0.047,367,0.437
RRT_Basic,823,1,0.040,2264.98,0.040,284,0.464
RRT_Connect_Basic,824,1,0.008,2123.04,0.008,59,0.536
RRT_Star_Basic,825,1,0.089,1938.16,8.855,3949,0.301
Informed_RRT_Star_Basic,826,1,0.087,2063.57,1.153,3795,0.163
SC_RRT_Basic,827,1,0.028,1973.61,0.028,228,0.331
Dynamic_RRT_Basic,828,1,0.038,2214.66,0.039,347,0.432
RRT_Basic,829,1,0.019,2279.99,0.019,128,0.414
RRT_Connect_Basic,830,1,0.007,2201.40,0.007,63,0.568
RRT_Star_Basic,831,1,0.089,1988.70,8.823,3760,0.327
Informed_RRT_Star_Basic,832,1,0.115,2007.28,1.347,3849,0.207
SC_RRT_Basic,833,1,0.008,2017.93,0.008,173,0.332
Dynamic_RRT_Basic,834,1,0.030,2398.98,0.030,262,0.450
RRT_Basic,835,1,0.019,2318.06,0.019,165,0.507
RRT_Connect_Basic,836,1,0.007,2086.36,0.007,61,0.509
RRT_Star_Basic,837,1,0.064,1987.66,10.905,3901,0.365
Informed_RRT_Star_Basic,838,1,0.350,1972.66,2.741,3806,0.182
SC_RRT_Basic,839,1,0.043,1992.29,0.043,199,0.046
Dynamic_RRT_Basic,840,1,0.053,2100.11,0.054,195,0.433
RRT_Basic,841,1,0.058,2325.21,0.058,218,0.426
RRT_Connect_Basic,842,1,0.014,2246.29,0.014,72,0.542
RRT_Star_Basic,843,1,0.117,1979.31,16.020,3978,0.349
Informed_RRT_Star_Basic,844,1,0.145,2060.99,2.061,3873,0.213
SC_RRT_Basic,845,1,0.036,2037.93,0.036,193,0.198
Dynamic_RRT_Basic,846,1,0.037,2329.21,0.037,219,0.473
RRT_Basic,847,1,0.062,2395.65,0.062,385,0.528
RRT_Connect_Basic,848,1,0.020,2174.81,0.020,71,0.575
RRT_Star_Basic,849,1,0.083,1985.70,14.125,3854,0.280
Informed_RRT_Star_Basic,850,1,0.134,1986.65,2.339,3790,0.176
SC_RRT_Basic,851,1,0.034,2013.18,0.034,187,0.244
Dynamic_RRT_Basic,852,1,0.028,2481.94,0.028,199,0.423
RRT_Basic,853,1,0.032,2336.52,0.032,242,0.425
RRT_Connect_Basic,854,1,0.009,2010.97,0.009,60,0.398
RRT_Star_Basic,855,1,0.079,1962.75,14.658,3890,0.182
Informed_RRT_Star_Basic,856,1,0.543,2116.69,2.206,3832,0.201
SC_RRT_Basic,857,1,0.018,1978.30,0.018,181,0.024
Dynamic_RRT_Basic,858,1,0.051,2428.90,0.051,201,0.454
RRT_Basic,859,1,0.042,2390.44,0.042,158,0.452
RRT_Connect_Basic,860,1,0.016,2100.21,0.016,72,0.477
RRT_Star_Basic,861,1,0.145,1959.99,13.029,3788,0.345
Informed_RRT_Star_Basic,862,1,0.179,1975.98,2.201,3894,0.175
SC_RRT_Basic,863,1,0.047,2050.71,0.047,247,0.248
Dynamic_RRT_Basic,864,1,0.015,2023.74,0.015,139,0.386
RRT_Basic,865,1,0.025,2195.21,0.025,131,0.492
RRT_Connect_Basic,866,1,0.007,2058.39,0.007,64,0.453
RRT_Star_Basic,867,1,0.080,1973.98,14.892,3892,0.309
Informed_RRT_Star_Basic,868,1,0.148,1949.31,2.689,3894,0.145
SC_RRT_Basic,869,1,0.022,1986.18,0.022,169,0.286
Dynamic_RRT_Basic,870,1,0.023,2138.29,0.024,123,0.464
RRT_Basic,871,1,0.046,2301.11,0.046,177,0.481
RRT_Connect_Basic,872,1,0.014,2221.78,0.014,68,0.643
RRT_Star_Basic,873,1,0.125,1965.75,14.998,3885,0.334
Informed_RRT_Star_Basic,874,1,0.153,2092.82,1.844,3905,0.273
SC_RRT_Basic,875,1,0.038,2085.07,0.038,187,0.062
Dynamic_RRT_Basic,876,1,0.014,2291.03,0.015,159,0.447
RRT_Basic,877,1,0.070,2646.17,0.071,482,0.463
RRT_Connect_Basic,878,1,0.022,2244.70,0.022,71,0.487
RRT_Star_Basic,879,1,0.192,1978.53,13.124,3820,0.291
Informed_RRT_Star_Basic,880,1,0.153,2009.69,2.130,3861,0.235
SC_RRT_Basic,881,1,0.058,1982.93,0.058,283,0.226
Dynamic_RRT_Basic,882,1,0.029,2711.05,0.029,249,0.452
RRT_Basic,883,1,0.058,2369.71,0.058,321,0.496
RRT_Connect_Basic,884,1,0.028,2416.76,0.028,91,0.526
RRT_Star_Basic,885,1,0.289,1981.40,13.506,3812,0.348
Informed_RRT_Star_Basic,886,1,0.365,2009.23,2.147,3766,0.232
SC_RRT_Basic,887,1,0.048,1989.70,0.048,202,0.310
Dynamic_RRT_Basic,888,1,0.384,2419.25,0.384,1323,0.478
RRT_Basic,889,1,0.096,2290.49,0.097,129,0.484
RRT_Connect_Basic,890,1,0.008,2107.90,0.008,68,0.473
RRT_Star_Basic,891,1,0.044,1996.79,14.559,3914,0.377
Informed_RRT_Star_Basic,892,1,0.128,1982.97,1.751,3839,0.148
SC_RRT_Basic,893,1,0.037,2000.49,0.037,231,0.375
Dynamic_RRT_Basic,894,1,0.283,2323.90,0.284,1080,0.530
RRT_Basic,895,1,0.052,2155.98,0.052,184,0.411
RRT_Connect_Basic,896,1,0.015,2128.95,0.015,85,0.601
RRT_Star_Basic,897,1,0.076,1979.42,12.757,3929,0.366
Informed_RRT_Star_Basic,898,1,0.329,1994.47,1.910,3929,0.202
SC_RRT_Basic,899,1,0.043,2048.17,0.043,243,0.033
Dynamic_RRT_Basic,900,1,0.071,2329.21,0.072,393,0.502
RRT_Basic,901,1,0.024,2252.09,0.024,143,0.474
RRT_Connect_Basic,902,1,0.016,2121.22,0.016,65,0.545
RRT_Star_Basic,903,1,0.220,1957.26,12.158,3813,0.317
Informed_RRT_Star_Basic,904,1,0.141,1948.29,2.539,3947,0.114
SC_RRT_Basic,905,1,0.030,1955.93,0.030,172,0.027
Dynamic_RRT_Basic,906,1,0.054,2329.21,0.054,248,0.439
RRT_Basic,907,1,0.032,2188.96,0.032,170,0.461
RRT_Connect_Basic,908,1,0.014,2205.44,0.014,69,0.470
RRT_Star_Basic,909,1,0.089,1945.71,12.383,3900,0.324
Informed_RRT_Star_Basic,910,1,0.115,2115.35,1.739,3924,0.263
SC_RRT_Basic,911,1,0.030,1972.58,0.030,166,0.190
Dynamic_RRT_Basic,912,1,0.036,2176.47,0.036,299,0.434
RRT_Basic,913,1,0.022,2320.94,0.022,159,0.467
RRT_Connect_Basic,914,1,0.008,2148.92,0.008,67,0.558
RRT_Star_Basic,915,1,0.064,1973.45,13.104,3890,0.367
Informed_RRT_Star_Basic,916,1,0.253,2043.38,2.189,3924,0.223
SC_RRT_Basic,917,1,0.039,1999.53,0.039,271,0.296
Dynamic_RRT_Basic,918,1,0.058,2278.28,0.058,264,0.501
RRT_Basic,919,1,0.022,2348.05,0.022,178,0.484
RRT_Connect_Basic,920,1,0.016,2474.31,0.016,118,0.500
RRT_Star_Basic,921,1,0.026,1935.86,12.398,3900,0.157
Informed_RRT_Star_Basic,922,1,0.545,2081.30,1.646,3761,0.270
SC_RRT_Basic,923,1,0.026,1965.55,0.026,191,0.215
Dynamic_RRT_Basic,924,1,0.080,2176.47,0.081,272,0.509
RRT_Basic,925,1,0.062,2469.83,0.062,467,0.483
RRT_Connect_Basic,926,1,0.008,2275.28,0.008,72,0.484
RRT_Star_Basic,927,1,0.146,1969.55,12.745,3779,0.231
Informed_RRT_Star_Basic,928,1,0.230,2095.33,1.796,3803,0.329
SC_RRT_Basic,929,1,0.037,2244.45,0.037,254,0.363
Dynamic_RRT_Basic,930,1,0.029,2405.58,0.029,257,0.542
RRT_Basic,931,1,0.028,2263.59,0.028,220,0.447
RRT_Connect_Basic,932,1,0.008,2112.02,0.008,65,0.499
RRT_Star_Basic,933,1,0.114,1980.94,14.640,3906,0.324
Informed_RRT_Star_Basic,934,1,0.089,2166.29,1.449,3808,0.234
SC_RRT_Basic,935,1,0.031,1938.32,0.031,171,0.185
Dynamic_RRT_Basic,936,1,0.038,2214.66,0.038,178,0.429
RRT_Basic,937,1,0.013,2146.32,0.013,130,0.463
RRT_Connect_Basic,938,1,0.007,2115.93,0.007,70,0.508
RRT_Star_Basic,939,1,0.063,1966.27,14.182,3871,0.097
Informed_RRT_Star_Basic,940,1,0.151,2030.81,2.371,3886,0.157
SC_RRT_Basic,941,1,0.041,1991.03,0.041,225,0.302
Dynamic_RRT_Basic,942,1,0.090,2214.66,0.090,421,0.471
RRT_Basic,943,1,0.024,2376.04,0.024,171,0.482
RRT_Connect_Basic,944,1,0.009,2136.64,0.009,69,0.496
RRT_Star_Basic,945,1,0.063,1959.62,14.515,3927,0.334
Informed_RRT_Star_Basic,946,1,0.194,1942.29,2.631,3945,0.100
SC_RRT_Basic,947,1,0.035,1956.57,0.035,200,0.201
Dynamic_RRT_Basic,948,1,0.115,2259.70,0.115,592,0.409
RRT_Basic,949,1,0.025,2228.81,0.025,134,0.476
RRT_Connect_Basic,950,1,0.024,2124.70,0.024,77,0.523
RRT_Star_Basic,951,1,0.094,1972.62,14.373,3825,0.327
Informed_RRT_Star_Basic,952,1,0.213,2004.87,1.914,3869,0.191
SC_RRT_Basic,953,1,0.032,1958.45,0.032,182,0.240
Dynamic_RRT_Basic,954,1,0.104,2138.29,0.104,489,0.434
RRT_Basic,955,1,0.085,2352.12,0.085,393,0.360
RRT_Connect_Basic,956,1,0.021,2233.27,0.021,80,0.584
RRT_Star_Basic,957,1,0.263,1982.73,15.163,3923,0.338
Informed_RRT_Star_Basic,958,1,0.168,1967.75,2.951,4016,0.174
SC_RRT_Basic,959,1,0.034,1933.30,0.034,179,0.111
Dynamic_RRT_Basic,960,1,0.088,2405.58,0.089,536,0.435
RRT_Basic,961,1,0.018,2278.51,0.018,138,0.454
RRT_Connect_Basic,962,1,0.015,2197.12,0.015,66,0.595
RRT_Star_Basic,963,1,0.051,1962.71,14.635,3959,0.327
Informed_RRT_Star_Basic,964,1,0.147,1992.50,2.114,3904,0.157
SC_RRT_Basic,965,1,0.034,1983.22,0.034,186,0.226
Dynamic_RRT_Basic,966,1,0.020,2291.03,0.021,191,0.474
RRT_Basic,967,1,0.026,2360.84,0.026,185,0.489
RRT_Connect_Basic,968,1,0.007,2065.32,0.007,59,0.460
RRT_Star_Basic,969,1,0.263,1955.28,13.503,3709,0.328
Informed_RRT_Star_Basic,970,1,0.263,2087.33,1.445,3629,0.196
SC_RRT_Basic,971,1,0.018,1969.26,0.018,193,0.256
Dynamic_RRT_Basic,972,1,0.134,2287.96,0.134,860,0.519
RRT_Basic,973,1,0.039,2236.43,0.039,150,0.463
RRT_Connect_Basic,974,1,0.024,2189.00,0.024,70,0.518
RRT_Star_Basic,975,1,0.062,1978.85,14.642,3834,0.167
Informed_RRT_Star_Basic,976,1,0.158,1958.12,2.287,3960,0.204
SC_RRT_Basic,977,1,0.052,1980.42,0.052,236,0.026
Dynamic_RRT_Basic,978,1,0.042,2558.31,0.042,323,0.430
RRT_Basic,979,1,0.017,2123.47,0.017,169,0.449
RRT_Connect_Basic,980,1,0.008,2165.70,0.008,68,0.573
RRT_Star_Basic,981,1,0.037,1943.54,14.498,3847,0.331
Informed_RRT_Star_Basic,982,1,0.179,2286.88,1.343,3648,0.200
SC_RRT_Basic,983,1,0.058,2182.09,0.058,232,0.287
Dynamic_RRT_Basic,984,1,0.028,2367.39,0.028,265,0.459
RRT_Basic,985,1,0.019,2136.42,0.019,171,0.449
RRT_Connect_Basic,986,1,0.006,1944.43,0.006,53,0.235
RRT_Star_Basic,987,1,0.088,1937.24,12.606,3842,0.328
Informed_RRT_Star_Basic,988,1,0.199,2052.88,1.891,3796,0.229
SC_RRT_Basic,989,1,0.034,1995.30,0.034,212,0.280
Dynamic_RRT_Basic,990,1,0.088,2481.94,0.088,392,0.444
RRT_Basic,991,1,0.026,2211.26,0.026,165,0.525
RRT_Connect_Basic,992,1,0.012,2198.14,0.012,77,0.541
RRT_Star_Basic,993,1,0.147,1981.43,14.403,3861,0.362
Informed_RRT_Star_Basic,994,1,0.171,1937.24,2.772,3968,0.102
SC_RRT_Basic,995,1,0.036,1969.55,0.036,174,0.033
Dynamic_RRT_Basic,996,1,0.017,2176.47,0.018,118,0.375
RRT_Basic,997,1,0.033,2450.62,0.033,206,0.436
RRT_Connect_Basic,998,1,0.009,2135.88,0.009,58,0.473
RRT_Star_Basic,999,1,0.045,1979.69,12.775,3793,0.349
Informed_RRT_Star_Basic,1000,1,0.176,1981.63,2.210,3780,0.160
SC_RRT_Basic,1001,1,0.039,1975.69,0.039,173,0.350
Dynamic_RRT_Basic,1002,1,0.031,2265.47,0.031,152,0.444
RRT_Basic,1003,1,0.029,2412.80,0.029,173,0.519
RRT_Connect_Basic,1004,1,0.009,2247.97,0.009,80,0.560
RRT_Star_Basic,1005,1,0.132,1960.01,13.111,3813,0.319
Informed_RRT_Star_Basic,1006,1,0.153,2057.93,1.892,3739,0.152
SC_RRT_Basic,1007,1,0.038,1976.50,0.038,234,0.221
Dynamic_RRT_Basic,1008,1,0.024,2481.94,0.025,188,0.484
RRT_Basic,1009,1,0.033,2200.51,0.033,166,0.438
RRT_Connect_Basic,1010,1,0.010,2123.65,0.010,67,0.504
RRT_Star_Basic,1011,1,0.111,1970.35,14.420,3949,0.374
Informed_RRT_Star_Basic,1012,1,0.158,1975.10,2.062,3895,0.253
SC_RRT_Basic,1013,1,0.029,2018.08,0.030,210,0.029
Dynamic_RRT_Basic,1014,1,0.011,2252.84,0.011,137,0.402
RRT_Basic,1015,1,0.064,2435.71,0.064,244,0.439
RRT_Connect_Basic,1016,1,0.017,2158.18,0.017,73,0.544
RRT_Star_Basic,1017,1,0.171,1952.84,13.576,3872,0.323
Informed_RRT_Star_Basic,1018,1,0.128,1940.38,2.602,3889,0.129
SC_RRT_Basic,1019,1,0.028,2133.87,0.028,201,0.424
Dynamic_RRT_Basic,1020,1,0.026,2291.03,0.026,156,0.413
RRT_Basic,1021,1,0.026,2309.09,0.026,119,0.493
RRT_Connect_Basic,1022,1,0.025,2215.91,0.025,76,0.501
RRT_Star_Basic,1023,1,0.150,1966.53,14.227,3892,0.289
Informed_RRT_Star_Basic,1024,1,0.183,1974.15,2.455,3870,0.183
SC_RRT_Basic,1025,1,0.030,1952.54,0.030,193,0.034
Dynamic_RRT_Basic,1026,1,0.050,2200.05,0.051,302,0.550
RRT_Basic,1027,1,0.071,2285.25,0.071,353,0.549
RRT_Connect_Basic,1028,1,0.018,2222.43,0.018,78,0.649
RRT_Star_Basic,1029,1,0.109,1971.61,15.324,3864,0.329
Informed_RRT_Star_Basic,1030,1,0.113,2071.23,1.838,3855,0.271
SC_RRT_Basic,1031,1,0.028,1989.87,0.028,212,0.226
Dynamic_RRT_Basic,1032,1,0.024,2329.21,0.024,188,0.476
RRT_Basic,1033,1,0.088,2313.31,0.088,523,0.495
RRT_Connect_Basic,1034,1,0.006,2051.06,0.006,65,0.456
RRT_Star_Basic,1035,1,0.043,1954.19,13.900,3952,0.324
Informed_RRT_Star_Basic,1036,1,0.229,1947.66,2.582,3964,0.151
SC_RRT_Basic,1037,1,0.037,2054.91,0.037,280,0.380
Dynamic_RRT_Basic,1038,1,0.023,2252.84,0.023,187,0.431
RRT_Basic,1039,1,0.041,2375.45,0.041,195,0.502
RRT_Connect_Basic,1040,1,0.015,2134.53,0.015,84,0.507
RRT_Star_Basic,1041,1,0.202,1950.58,12.358,3836,0.322
Informed_RRT_Star_Basic,1042,1,0.305,1978.67,2.207,3927,0.225
SC_RRT_Basic,1043,1,0.045,2087.20,0.045,211,0.245
Dynamic_RRT_Basic,1044,1,0.083,2367.39,0.084,287,0.443
RRT_Basic,1045,1,0.034,2213.36,0.034,120,0.486
RRT_Connect_Basic,1046,1,0.012,2188.88,0.012,81,0.483
RRT_Star_Basic,1047,1,0.089,1987.80,14.157,3889,0.334
Informed_RRT_Star_Basic,1048,1,0.112,1976.61,2.159,3874,0.158
SC_RRT_Basic,1049,1,0.055,2123.87,0.055,268,0.215
Dynamic_RRT_Basic,1050,1,0.039,2138.29,0.039,190,0.445
RRT_Basic,1051,1,0.032,2334.94,0.032,124,0.469
RRT_Connect_Basic,1052,1,0.009,2252.38,0.009,77,0.523
RRT_Star_Basic,1053,1,0.105,1945.77,13.016,3784,0.322
Informed_RRT_Star_Basic,1054,1,0.192,1975.20,2.018,3603,0.215
SC_RRT_Basic,1055,1,0.049,2072.15,0.049,227,0.043
Dynamic_RRT_Basic,1056,1,0.014,2252.34,0.015,163,0.438
