environment_id,family,dimension,map_index,seed_index,seed,algorithm,checkpoint,best_cost_mm
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,1000,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,2000,2511.731597037909
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,3000,2511.731597037909
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,4000,2511.731597037909
calibration-2d-01,central_cluster,2,1,0,20010000,RRT,5000,2511.731597037909
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,100,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,250,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,500,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,1000,2365.824386236681
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,2000,2358.407580371347
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,3000,2358.407580371347
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,4000,2358.407580371347
calibration-2d-01,central_cluster,2,1,0,20010000,RRT-Connect,5000,2358.407580371347
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,100,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,250,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,500,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,1000,nan
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,2000,2146.4755692727376
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,3000,2131.2741099400077
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,4000,2074.8132840964427
calibration-2d-01,central_cluster,2,1,0,20010000,RRT*,5000,2049.4425267271336
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,100,nan
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,250,nan
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,500,nan
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,1000,nan
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,2000,2098.871878799388
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,3000,2051.6245454878244
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,4000,2028.9108969474692
calibration-2d-01,central_cluster,2,1,0,20010000,Informed-RRT*,5000,2028.905259249905
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,100,nan
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,250,nan
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,500,2502.3319739197545
